txn_id,txn_number,store_id,txn_datetime,customer_id,payment_method,total_items,subtotal_amount,tax_amount,discount_amount,total_amount,created_at
1795,TXN-001795,1,2024-05-09 15:20:42,,CARD,5,82.76,6.62,0.0,89.38,2024-05-09 15:20:42
1796,TXN-001796,1,2024-07-04 10:16:26,,CARD,5,72.37,5.79,0.0,78.16,2024-07-04 10:16:26
1797,TXN-001797,1,2024-04-21 15:17:40,141,EWALLET,9,188.89,13.89,15.27,187.51,2024-04-21 15:17:40
1798,TXN-001798,1,2024-08-11 12:56:59,,CARD,17,370.0,26.83,34.65,362.18,2024-08-11 12:56:59
1799,TXN-001799,1,2024-02-26 12:29:13,416,CARD,4,134.4,10.36,5.0,139.76,2024-02-26 12:29:13
1800,TXN-001800,1,2025-04-14 22:19:35,369,CASH,13,192.29,15.29,1.11,206.47,2025-04-14 22:19:35
1801,TXN-001801,1,2024-05-02 19:14:37,13,CARD,11,309.91,24.68,1.5,333.09,2024-05-02 19:14:37
1802,TXN-001802,1,2024-03-25 16:08:24,,CARD,12,173.59,13.45,5.44,181.6,2024-03-25 16:08:24
1803,TXN-001803,1,2025-03-31 17:25:31,,EWALLET,5,17.49,1.39,0.0,18.88,2025-03-31 17:25:31
1804,TXN-001804,1,2025-05-05 15:09:03,305,CASH,9,160.23,12.78,0.4,172.61,2025-05-05 15:09:03
1805,TXN-001805,1,2024-09-07 14:25:13,,CARD,7,45.87,3.47,2.38,46.96,2024-09-07 14:25:13
1806,TXN-001806,1,2024-10-25 13:51:39,113,CARD,9,317.85,25.33,1.31,341.87,2024-10-25 13:51:39
1807,TXN-001807,1,2024-09-15 19:45:33,,CARD,13,353.58,27.16,14.0,366.74,2024-09-15 19:45:33
1808,TXN-001808,1,2024-11-12 16:22:44,,CARD,11,154.15,12.33,0.0,166.48,2024-11-12 16:22:44
1809,TXN-001809,1,2024-01-15 21:27:06,,CARD,8,200.54,15.66,4.74,211.46,2024-01-15 21:27:06
1810,TXN-001810,1,2024-11-29 19:02:40,258,CARD,8,152.06,12.17,0.0,164.23,2024-11-29 19:02:40
1811,TXN-001811,1,2024-12-15 11:47:31,,EWALLET,17,287.14,22.01,11.97,297.18,2024-12-15 11:47:31
1812,TXN-001812,1,2025-03-17 10:18:51,,CASH,11,326.0,25.51,7.12,344.39,2025-03-17 10:18:51
1813,TXN-001813,1,2024-10-22 15:29:55,130,CASH,15,437.59,34.99,0.0,472.58,2024-10-22 15:29:55
1814,TXN-001814,1,2024-09-28 17:08:58,347,CARD,17,340.76,24.63,32.99,332.4,2024-09-28 17:08:58
1815,TXN-001815,1,2024-09-11 13:49:52,,CARD,7,133.89,10.71,0.0,144.6,2024-09-11 13:49:52
1816,TXN-001816,1,2024-02-22 15:55:09,,CARD,5,66.43,5.31,0.0,71.74,2024-02-22 15:55:09
1817,TXN-001817,1,2025-03-22 18:50:09,,CARD,17,480.75,37.05,17.67,500.13,2025-03-22 18:50:09
1818,TXN-001818,1,2024-12-12 15:42:21,99,CARD,13,384.43,30.74,0.21,414.96,2024-12-12 15:42:21
1819,TXN-001819,1,2024-03-27 10:03:24,215,CARD,10,157.36,12.52,0.92,168.96,2024-03-27 10:03:24
1820,TXN-001820,1,2024-09-01 13:01:00,,CASH,9,153.57,11.12,14.52,150.17,2024-09-01 13:01:00
1821,TXN-001821,1,2025-02-06 14:28:33,497,CARD,11,155.03,12.41,0.0,167.44,2025-02-06 14:28:33
1822,TXN-001822,1,2025-03-24 10:50:02,126,CARD,3,97.75,7.72,1.32,104.15,2025-03-24 10:50:02
1823,TXN-001823,1,2024-04-21 15:11:51,203,CASH,13,325.4,24.57,18.37,331.6,2024-04-21 15:11:51
1824,TXN-001824,1,2025-02-25 15:41:33,17,CARD,4,60.4,4.83,0.0,65.23,2025-02-25 15:41:33
1825,TXN-001825,1,2024-06-28 12:38:01,,CASH,9,160.22,12.81,0.0,173.03,2024-06-28 12:38:01
1826,TXN-001826,1,2025-01-31 18:11:22,498,CASH,9,207.2,16.57,0.0,223.77,2025-01-31 18:11:22
1827,TXN-001827,1,2024-07-13 10:16:33,,CARD,6,112.86,8.92,1.37,120.41,2024-07-13 10:16:33
1828,TXN-001828,1,2024-01-22 13:04:26,140,CASH,13,333.82,26.51,2.47,357.86,2024-01-22 13:04:26
1829,TXN-001829,1,2025-02-24 11:04:00,296,CASH,3,18.67,1.5,0.0,20.17,2025-02-24 11:04:00
1830,TXN-001830,1,2024-02-24 08:10:00,,CARD,8,178.16,14.08,2.02,190.22,2024-02-24 08:10:00
1831,TXN-001831,1,2024-12-08 13:49:21,166,CARD,8,143.09,10.56,11.2,142.45,2024-12-08 13:49:21
1832,TXN-001832,1,2024-03-30 17:25:10,311,CARD,10,260.38,20.78,0.74,280.42,2024-03-30 17:25:10
1833,TXN-001833,1,2024-08-29 21:28:58,,CARD,12,318.86,25.2,3.84,340.22,2024-08-29 21:28:58
1834,TXN-001834,1,2024-03-14 16:58:50,340,EWALLET,7,163.7,12.76,4.28,172.18,2024-03-14 16:58:50
1835,TXN-001835,1,2024-12-09 21:51:28,97,CARD,11,239.33,18.56,7.36,250.53,2024-12-09 21:51:28
1836,TXN-001836,1,2025-05-15 12:17:52,,CARD,9,301.6,24.12,0.0,325.72,2025-05-15 12:17:52
1837,TXN-001837,1,2024-05-26 15:50:46,468,CARD,15,287.35,22.46,6.72,303.09,2024-05-26 15:50:46
1838,TXN-001838,1,2024-04-16 14:15:17,,CARD,9,155.49,12.36,1.11,166.74,2024-04-16 14:15:17
1839,TXN-001839,1,2024-12-25 12:42:37,,CARD,13,253.83,20.04,3.38,270.49,2024-12-25 12:42:37
1840,TXN-001840,1,2024-12-30 22:41:47,,CARD,11,219.85,17.58,0.0,237.43,2024-12-30 22:41:47
1841,TXN-001841,1,2025-03-02 13:05:39,,CARD,9,200.43,14.99,13.15,202.27,2025-03-02 13:05:39
1842,TXN-001842,1,2024-12-26 16:57:46,,CARD,14,257.15,20.58,0.0,277.73,2024-12-26 16:57:46
1843,TXN-001843,1,2024-03-03 14:13:23,167,CARD,15,270.43,21.0,8.08,283.35,2024-03-03 14:13:23
1844,TXN-001844,1,2024-04-29 19:53:03,,CARD,6,17.22,1.38,0.0,18.6,2024-04-29 19:53:03
1845,TXN-001845,1,2024-12-25 15:08:56,74,CASH,12,252.4,19.78,5.19,266.99,2024-12-25 15:08:56
1846,TXN-001846,1,2024-02-20 10:41:20,,EWALLET,4,37.63,3.01,0.0,40.64,2024-02-20 10:41:20
1847,TXN-001847,1,2024-11-04 19:43:24,484,CASH,10,175.44,14.03,0.27,189.2,2024-11-04 19:43:24
1848,TXN-001848,1,2025-04-06 11:03:45,82,CARD,13,239.7,18.16,12.83,245.03,2025-04-06 11:03:45
1849,TXN-001849,1,2024-02-05 12:21:43,178,CARD,8,160.16,12.82,0.0,172.98,2024-02-05 12:21:43
1850,TXN-001850,1,2024-11-01 19:28:19,256,CARD,14,253.76,20.31,0.0,274.07,2024-11-01 19:28:19
1851,TXN-001851,1,2025-01-29 15:02:27,165,CARD,4,79.74,6.38,0.0,86.12,2025-01-29 15:02:27
1852,TXN-001852,1,2024-09-25 11:38:59,332,CARD,12,269.41,21.55,0.0,290.96,2024-09-25 11:38:59
1853,TXN-001853,1,2025-03-21 14:31:51,225,CARD,9,129.44,10.04,3.84,135.64,2025-03-21 14:31:51
1854,TXN-001854,1,2025-01-15 20:42:27,74,CARD,7,169.62,13.38,2.38,180.62,2025-01-15 20:42:27
1855,TXN-001855,1,2025-05-26 17:42:37,,CARD,4,49.64,3.97,0.0,53.61,2025-05-26 17:42:37
1856,TXN-001856,1,2024-07-18 16:42:01,450,CARD,11,340.25,26.95,3.34,363.86,2024-07-18 16:42:01
1857,TXN-001857,1,2024-01-14 20:04:45,,CARD,11,290.26,21.58,20.49,291.35,2024-01-14 20:04:45
1858,TXN-001858,1,2024-12-15 14:49:09,,CARD,7,207.4,15.07,18.96,203.51,2024-12-15 14:49:09
1859,TXN-001859,1,2025-02-06 19:09:01,,CARD,7,111.61,8.94,0.0,120.55,2025-02-06 19:09:01
1860,TXN-001860,1,2025-05-21 12:07:32,,EWALLET,6,69.08,5.49,0.48,74.09,2025-05-21 12:07:32
1861,TXN-001861,1,2024-05-21 19:03:04,357,CARD,13,239.09,18.87,3.24,254.72,2024-05-21 19:03:04
1862,TXN-001862,1,2024-06-02 15:23:27,,CARD,7,82.89,6.27,4.5,84.66,2024-06-02 15:23:27
1863,TXN-001863,1,2024-08-31 13:09:50,180,CARD,19,284.53,21.82,11.69,294.66,2024-08-31 13:09:50
1864,TXN-001864,1,2024-10-23 21:36:46,,CARD,22,215.72,17.21,0.58,232.35,2024-10-23 21:36:46
1865,TXN-001865,1,2025-05-18 14:05:12,,CASH,12,218.67,16.79,8.94,226.52,2025-05-18 14:05:12
1866,TXN-001866,1,2024-07-04 18:53:35,415,EWALLET,7,74.59,5.82,1.77,78.64,2024-07-04 18:53:35
1867,TXN-001867,1,2025-04-05 11:20:54,,CARD,12,337.24,25.81,14.52,348.53,2025-04-05 11:20:54
1868,TXN-001868,1,2025-03-24 14:37:23,,CARD,4,115.99,9.28,0.0,125.27,2025-03-24 14:37:23
1869,TXN-001869,1,2024-06-20 13:49:59,206,CASH,13,247.76,19.57,3.25,264.08,2024-06-20 13:49:59
1870,TXN-001870,1,2024-01-02 11:41:11,,CARD,4,75.66,6.06,0.0,81.72,2024-01-02 11:41:11
1871,TXN-001871,1,2025-01-04 13:54:30,,CARD,13,184.49,14.22,6.84,191.87,2025-01-04 13:54:30
1872,TXN-001872,1,2024-05-30 09:30:16,,CARD,18,247.16,19.76,0.0,266.92,2024-05-30 09:30:16
1873,TXN-001873,1,2025-03-07 16:15:23,493,CARD,10,325.24,25.76,3.24,347.76,2025-03-07 16:15:23
1874,TXN-001874,1,2024-10-03 20:32:57,103,CARD,10,156.37,12.45,0.72,168.1,2024-10-03 20:32:57
1875,TXN-001875,1,2025-05-03 15:57:12,,EWALLET,10,356.27,25.76,34.28,347.75,2025-05-03 15:57:12
1876,TXN-001876,1,2024-01-26 08:49:41,192,EWALLET,5,142.14,11.17,2.52,150.79,2024-01-26 08:49:41
1877,TXN-001877,1,2024-10-10 16:08:13,76,CASH,5,71.71,5.74,0.0,77.45,2024-10-10 16:08:13
1878,TXN-001878,1,2025-05-13 11:55:12,,CASH,8,88.96,7.08,0.41,95.63,2025-05-13 11:55:12
1879,TXN-001879,1,2025-03-28 11:33:13,,CARD,7,228.73,17.89,5.08,241.54,2025-03-28 11:33:13
1880,TXN-001880,1,2025-05-14 17:50:32,489,CARD,3,27.35,2.18,0.09,29.44,2025-05-14 17:50:32
1881,TXN-001881,1,2025-05-03 16:43:27,457,CARD,13,143.44,11.22,3.36,151.3,2025-05-03 16:43:27
1882,TXN-001882,1,2024-04-09 17:36:11,40,CASH,6,227.83,18.23,0.0,246.06,2024-04-09 17:36:11
1883,TXN-001883,1,2024-09-08 21:24:24,308,CARD,8,85.67,6.04,10.15,81.56,2024-09-08 21:24:24
1884,TXN-001884,1,2024-05-17 13:26:46,,CARD,14,297.31,23.73,0.58,320.46,2024-05-17 13:26:46
1885,TXN-001885,1,2025-02-13 12:07:15,,EWALLET,12,155.0,12.41,0.0,167.41,2025-02-13 12:07:15
1886,TXN-001886,1,2024-10-13 13:34:04,113,CASH,14,197.84,15.14,8.62,204.36,2024-10-13 13:34:04
1887,TXN-001887,1,2024-10-18 14:59:29,399,CASH,13,211.49,16.75,2.08,226.16,2024-10-18 14:59:29
1888,TXN-001888,1,2024-04-25 08:37:29,310,EWALLET,7,101.75,8.14,0.0,109.89,2024-04-25 08:37:29
1889,TXN-001889,1,2024-08-16 13:46:42,34,EWALLET,10,223.22,17.86,0.0,241.08,2024-08-16 13:46:42
1890,TXN-001890,1,2024-11-09 17:32:24,434,CARD,19,312.42,23.72,15.88,320.26,2024-11-09 17:32:24
1891,TXN-001891,1,2024-05-25 12:51:46,336,CARD,16,245.17,18.05,19.63,243.59,2024-05-25 12:51:46
1892,TXN-001892,1,2025-04-27 14:19:53,236,CARD,18,282.74,21.93,8.54,296.13,2025-04-27 14:19:53
1893,TXN-001893,1,2024-03-13 16:22:26,,CASH,14,395.9,31.55,1.47,425.98,2024-03-13 16:22:26
1894,TXN-001894,1,2025-01-20 10:09:33,182,CASH,3,44.81,3.58,0.0,48.39,2025-01-20 10:09:33
1895,TXN-001895,1,2024-01-13 21:09:41,340,CARD,7,108.76,8.7,0.0,117.46,2024-01-13 21:09:41
1896,TXN-001896,1,2024-06-09 08:27:22,,CARD,12,229.65,16.97,17.67,228.95,2024-06-09 08:27:22
1897,TXN-001897,1,2025-04-06 11:42:16,447,EWALLET,17,322.18,25.74,0.6,347.32,2025-04-06 11:42:16
1898,TXN-001898,1,2025-01-03 18:31:00,499,CASH,6,141.66,10.98,4.41,148.23,2025-01-03 18:31:00
1899,TXN-001899,1,2024-04-17 18:14:17,492,EWALLET,7,135.44,10.75,0.98,145.21,2024-04-17 18:14:17
1900,TXN-001900,1,2025-01-25 10:46:07,163,CARD,16,270.28,20.18,17.95,272.51,2025-01-25 10:46:07
1901,TXN-001901,1,2025-02-18 21:38:35,,EWALLET,8,116.25,9.3,0.0,125.55,2025-02-18 21:38:35
1902,TXN-001902,1,2025-04-03 16:52:36,,CASH,14,245.91,19.67,0.0,265.58,2025-04-03 16:52:36
1903,TXN-001903,1,2024-08-23 17:26:21,56,CASH,9,193.6,15.44,0.78,208.26,2024-08-23 17:26:21
1904,TXN-001904,1,2025-04-19 14:14:58,,CARD,22,298.69,22.43,18.32,302.8,2025-04-19 14:14:58
1905,TXN-001905,1,2024-07-22 16:08:56,367,CASH,17,384.8,29.98,9.96,404.82,2024-07-22 16:08:56
1906,TXN-001906,1,2024-03-30 19:42:07,,CARD,14,146.86,11.24,6.3,151.8,2024-03-30 19:42:07
1907,TXN-001907,1,2025-04-30 21:02:56,51,CARD,15,283.78,22.31,4.84,301.25,2025-04-30 21:02:56
1908,TXN-001908,1,2024-06-08 10:57:06,,EWALLET,11,105.43,8.42,0.11,113.74,2024-06-08 10:57:06
1909,TXN-001909,1,2024-05-01 15:47:31,236,CARD,19,310.88,24.8,0.92,334.76,2024-05-01 15:47:31
1910,TXN-001910,1,2025-01-05 20:20:38,,EWALLET,10,156.63,12.5,0.18,168.95,2025-01-05 20:20:38
1911,TXN-001911,1,2024-08-16 16:38:06,,EWALLET,6,49.58,3.96,0.0,53.54,2024-08-16 16:38:06
1912,TXN-001912,1,2024-12-12 10:21:50,441,CARD,4,15.56,1.25,0.0,16.81,2024-12-12 10:21:50
1913,TXN-001913,1,2024-12-25 18:42:52,,EWALLET,10,107.73,8.6,0.22,116.11,2024-12-25 18:42:52
1914,TXN-001914,1,2024-10-31 14:03:15,389,CARD,14,263.97,20.97,1.74,283.2,2024-10-31 14:03:15
1915,TXN-001915,1,2024-07-26 22:25:04,275,CASH,13,145.71,11.49,2.25,154.95,2024-07-26 22:25:04
1916,TXN-001916,1,2025-01-02 12:55:16,389,EWALLET,9,134.81,10.8,0.0,145.61,2025-01-02 12:55:16
1917,TXN-001917,1,2024-02-04 13:28:44,227,CARD,9,194.96,13.84,21.99,186.81,2024-02-04 13:28:44
1918,TXN-001918,1,2024-12-19 18:26:20,131,EWALLET,4,74.7,5.98,0.0,80.68,2024-12-19 18:26:20
1919,TXN-001919,1,2024-07-27 10:44:03,436,EWALLET,10,170.54,12.52,14.21,168.85,2024-07-27 10:44:03
1920,TXN-001920,1,2025-03-19 16:05:47,212,CASH,7,101.39,8.11,0.0,109.5,2025-03-19 16:05:47
1921,TXN-001921,1,2024-08-02 17:24:05,262,CARD,9,106.68,8.49,0.6,114.57,2024-08-02 17:24:05
1922,TXN-001922,1,2024-06-08 17:25:30,463,CASH,12,148.52,11.11,9.69,149.94,2024-06-08 17:25:30
1923,TXN-001923,1,2025-02-06 19:25:54,,CARD,5,198.03,15.84,0.0,213.87,2025-02-06 19:25:54
1924,TXN-001924,1,2025-03-19 19:12:22,169,EWALLET,7,155.45,12.41,0.37,167.49,2025-03-19 19:12:22
1925,TXN-001925,1,2024-05-22 17:51:21,,CARD,5,11.62,0.9,0.33,12.19,2024-05-22 17:51:21
1926,TXN-001926,1,2024-10-24 11:47:57,,EWALLET,4,55.82,4.45,0.22,60.05,2024-10-24 11:47:57
1927,TXN-001927,1,2024-04-14 14:22:27,230,CARD,6,59.43,4.64,1.3,62.77,2024-04-14 14:22:27
1928,TXN-001928,1,2024-11-04 15:52:56,,EWALLET,4,29.7,2.38,0.0,32.08,2024-11-04 15:52:56
1929,TXN-001929,1,2024-08-03 10:44:17,252,EWALLET,17,362.7,28.72,3.64,387.78,2024-08-03 10:44:17
1930,TXN-001930,1,2024-04-30 15:46:54,434,EWALLET,9,90.42,7.23,0.0,97.65,2024-04-30 15:46:54
1931,TXN-001931,1,2025-05-25 13:13:40,194,CASH,25,384.33,27.79,36.86,375.26,2025-05-25 13:13:40
1932,TXN-001932,1,2025-05-20 14:04:57,497,CARD,13,172.91,13.83,0.0,186.74,2025-05-20 14:04:57
1933,TXN-001933,1,2024-12-29 11:34:17,56,CARD,14,259.97,19.45,16.91,262.51,2024-12-29 11:34:17
1934,TXN-001934,1,2024-08-18 12:08:44,393,CASH,21,401.73,30.14,24.8,407.07,2024-08-18 12:08:44
1935,TXN-001935,1,2024-02-22 09:34:01,,CASH,8,195.2,15.62,0.0,210.82,2024-02-22 09:34:01
1936,TXN-001936,1,2025-02-21 14:30:08,480,CARD,8,178.27,14.26,0.0,192.53,2025-02-21 14:30:08
1937,TXN-001937,1,2024-11-29 10:59:29,,CARD,8,140.6,11.11,1.62,150.09,2024-11-29 10:59:29
1938,TXN-001938,1,2024-01-02 14:23:15,,CASH,10,247.78,19.75,0.96,266.57,2024-01-02 14:23:15
1939,TXN-001939,1,2025-04-22 21:26:48,,CARD,3,77.32,6.18,0.0,83.5,2025-04-22 21:26:48
1940,TXN-001940,1,2024-04-19 10:15:09,182,CASH,13,234.25,18.66,1.18,251.73,2024-04-19 10:15:09
1941,TXN-001941,1,2024-08-15 21:42:25,,CARD,13,264.63,21.06,1.44,284.25,2024-08-15 21:42:25
1942,TXN-001942,1,2024-10-04 14:53:27,,CARD,9,194.69,15.46,1.43,208.72,2024-10-04 14:53:27
1943,TXN-001943,1,2024-02-03 18:08:02,370,CARD,11,159.26,12.09,8.13,163.22,2024-02-03 18:08:02
1944,TXN-001944,1,2024-07-19 16:04:07,280,CARD,10,113.18,9.03,0.3,121.91,2024-07-19 16:04:07
1945,TXN-001945,1,2024-09-26 09:59:09,209,EWALLET,15,211.48,16.9,0.27,228.11,2024-09-26 09:59:09
1946,TXN-001946,1,2025-03-29 18:17:57,,EWALLET,7,105.41,8.2,2.85,110.76,2025-03-29 18:17:57
1947,TXN-001947,1,2024-01-06 14:05:47,,CARD,13,385.86,30.7,2.16,414.4,2024-01-06 14:05:47
1948,TXN-001948,1,2024-09-06 21:34:18,324,CASH,12,217.91,17.4,0.54,234.77,2024-09-06 21:34:18
1949,TXN-001949,1,2024-02-14 13:45:01,,EWALLET,13,285.9,22.64,2.89,305.65,2024-02-14 13:45:01
1950,TXN-001950,1,2025-05-22 10:40:10,73,EWALLET,11,154.16,12.2,1.57,164.79,2025-05-22 10:40:10
1951,TXN-001951,1,2024-01-30 13:33:58,402,CARD,12,144.04,11.3,2.94,152.4,2024-01-30 13:33:58
1952,TXN-001952,1,2024-03-29 09:00:05,29,CARD,13,195.93,15.67,0.17,211.43,2024-03-29 09:00:05
1953,TXN-001953,1,2024-03-24 19:27:46,193,CARD,11,366.12,27.81,18.54,375.39,2024-03-24 19:27:46
1954,TXN-001954,1,2024-03-07 19:52:52,145,CARD,14,339.88,26.92,3.32,363.48,2024-03-07 19:52:52
1955,TXN-001955,1,2025-01-07 14:17:09,,CARD,7,175.34,13.51,6.6,182.25,2025-01-07 14:17:09
1956,TXN-001956,1,2024-10-27 09:52:49,,EWALLET,14,205.87,15.14,16.55,204.46,2024-10-27 09:52:49
1957,TXN-001957,1,2024-03-13 11:09:01,,CASH,9,202.0,15.94,2.91,215.03,2024-03-13 11:09:01
1958,TXN-001958,1,2024-10-14 11:02:24,,CARD,17,309.83,24.71,1.08,333.46,2024-10-14 11:02:24
1959,TXN-001959,1,2024-09-07 21:03:51,261,CARD,12,202.93,15.44,10.0,208.37,2024-09-07 21:03:51
1960,TXN-001960,1,2024-09-23 19:36:05,390,CARD,3,87.88,7.03,0.0,94.91,2024-09-23 19:36:05
1961,TXN-001961,1,2024-10-18 17:07:24,268,CARD,13,372.88,29.78,0.6,402.06,2024-10-18 17:07:24
1962,TXN-001962,1,2024-07-13 11:38:37,280,EWALLET,18,122.0,8.65,13.78,116.87,2024-07-13 11:38:37
1963,TXN-001963,1,2025-03-29 13:10:10,,CARD,5,97.26,7.09,8.6,95.75,2025-03-29 13:10:10
1964,TXN-001964,1,2024-04-12 10:59:11,411,CARD,10,264.16,20.74,4.76,280.14,2024-04-12 10:59:11
1965,TXN-001965,1,2024-07-06 21:16:42,458,CARD,17,342.15,26.67,8.79,360.03,2024-07-06 21:16:42
1966,TXN-001966,1,2024-04-16 20:18:28,355,CARD,5,39.11,3.13,0.0,42.24,2024-04-16 20:18:28
1967,TXN-001967,1,2024-05-05 15:37:08,,CARD,7,116.12,9.28,0.0,125.4,2024-05-05 15:37:08
1968,TXN-001968,1,2025-02-08 12:55:06,179,CASH,20,303.68,21.44,35.9,289.22,2025-02-08 12:55:06
1969,TXN-001969,1,2024-09-02 15:16:45,139,CASH,6,104.47,8.2,1.99,110.68,2024-09-02 15:16:45
1970,TXN-001970,1,2024-12-14 13:11:10,279,CARD,28,454.98,33.95,30.64,458.29,2024-12-14 13:11:10
1971,TXN-001971,1,2024-12-18 13:02:28,469,CARD,7,123.85,9.9,0.0,133.75,2024-12-18 13:02:28
1972,TXN-001972,1,2024-03-16 11:36:57,261,CARD,11,316.32,24.77,6.56,334.53,2024-03-16 11:36:57
1973,TXN-001973,1,2024-07-31 14:21:41,,CARD,15,332.7,26.34,3.5,355.54,2024-07-31 14:21:41
1974,TXN-001974,1,2024-06-03 13:54:19,,CARD,6,81.18,6.31,2.4,85.09,2024-06-03 13:54:19
1975,TXN-001975,1,2024-10-16 19:31:25,218,CARD,4,61.92,4.96,0.0,66.88,2024-10-16 19:31:25
1976,TXN-001976,1,2024-06-21 11:28:48,240,CASH,11,209.44,16.76,0.0,226.2,2024-06-21 11:28:48
1977,TXN-001977,1,2024-03-04 22:33:13,167,CARD,8,133.94,10.66,0.73,143.87,2024-03-04 22:33:13
1978,TXN-001978,1,2025-02-25 12:51:08,144,CASH,10,136.27,10.86,0.48,146.65,2025-02-25 12:51:08
1979,TXN-001979,1,2024-11-14 15:28:49,78,CARD,7,228.8,17.94,4.66,242.08,2024-11-14 15:28:49
1980,TXN-001980,1,2024-04-22 16:08:21,,CASH,7,202.01,15.66,6.29,211.38,2024-04-22 16:08:21
1981,TXN-001981,1,2024-02-23 14:32:55,,CARD,5,83.72,6.49,2.65,87.56,2024-02-23 14:32:55
1982,TXN-001982,1,2024-09-22 10:25:59,,CASH,9,183.43,13.87,10.07,187.23,2024-09-22 10:25:59
1983,TXN-001983,1,2024-04-12 21:24:20,279,CASH,10,212.61,16.77,3.12,226.26,2024-04-12 21:24:20
1984,TXN-001984,1,2024-08-06 13:29:45,293,CARD,3,106.02,8.48,0.0,114.5,2024-08-06 13:29:45
1985,TXN-001985,1,2025-03-08 15:51:20,,CASH,9,311.49,24.72,2.45,333.76,2025-03-08 15:51:20
1986,TXN-001986,1,2025-03-07 12:26:55,,CARD,6,145.86,11.67,0.0,157.53,2025-03-07 12:26:55
1987,TXN-001987,1,2024-09-02 11:44:27,452,EWALLET,11,228.82,18.25,0.81,246.26,2024-09-02 11:44:27
1988,TXN-001988,1,2024-08-13 20:52:08,3,CARD,5,95.59,7.65,0.0,103.24,2024-08-13 20:52:08
1989,TXN-001989,1,2024-11-08 17:24:39,328,CASH,13,397.62,31.04,9.64,419.02,2024-11-08 17:24:39
1990,TXN-001990,1,2025-02-05 19:14:23,314,EWALLET,6,68.39,5.47,0.0,73.86,2025-02-05 19:14:23
1991,TXN-001991,1,2024-01-15 19:06:56,388,CARD,12,309.99,24.8,0.0,334.79,2024-01-15 19:06:56
1992,TXN-001992,1,2024-10-29 12:29:33,330,CASH,10,173.79,13.84,0.72,186.91,2024-10-29 12:29:33
1993,TXN-001993,1,2024-09-25 12:11:01,,CARD,12,273.16,21.56,3.56,291.16,2024-09-25 12:11:01
1994,TXN-001994,1,2024-07-11 14:32:30,45,CARD,3,84.25,6.74,0.0,90.99,2024-07-11 14:32:30
1995,TXN-001995,1,2024-10-21 12:40:55,395,CARD,8,163.68,12.62,5.9,170.4,2024-10-21 12:40:55
1996,TXN-001996,1,2024-03-18 14:58:27,85,CARD,16,454.26,36.09,3.12,487.23,2024-03-18 14:58:27
1997,TXN-001997,1,2024-10-30 13:20:47,473,CARD,9,222.83,17.74,1.13,239.44,2024-10-30 13:20:47
1998,TXN-001998,1,2024-01-26 08:01:58,,CARD,7,53.01,4.17,0.86,56.32,2024-01-26 08:01:58
1999,TXN-001999,1,2024-09-16 19:23:46,369,CARD,8,282.05,22.05,6.48,297.62,2024-09-16 19:23:46
2000,TXN-002000,1,2024-10-14 18:29:37,,CARD,9,161.45,12.92,0.0,174.37,2024-10-14 18:29:37
2001,TXN-002001,1,2024-09-04 11:08:10,,CARD,4,81.5,6.52,0.0,88.02,2024-09-04 11:08:10
2002,TXN-002002,1,2024-07-24 10:54:10,,CASH,13,333.54,26.56,1.62,358.48,2024-07-24 10:54:10
2003,TXN-002003,1,2025-05-07 11:01:46,57,CARD,9,256.66,20.11,5.31,271.46,2025-05-07 11:01:46
2004,TXN-002004,1,2024-09-02 13:23:09,141,CARD,2,49.72,3.98,0.0,53.7,2024-09-02 13:23:09
2005,TXN-002005,1,2024-11-30 18:57:08,416,CARD,15,187.19,14.4,7.19,194.4,2024-11-30 18:57:08
2006,TXN-002006,1,2024-03-05 08:46:59,,CARD,15,146.27,11.63,1.02,156.88,2024-03-05 08:46:59
2007,TXN-002007,1,2024-11-19 20:23:30,59,EWALLET,8,110.96,8.87,0.0,119.83,2024-11-19 20:23:30
2008,TXN-002008,1,2025-01-09 14:13:39,215,EWALLET,11,246.73,19.14,7.41,258.46,2025-01-09 14:13:39
2009,TXN-002009,1,2025-04-28 09:57:40,351,EWALLET,7,209.45,16.76,0.0,226.21,2025-04-28 09:57:40
2010,TXN-002010,1,2024-06-02 11:54:37,226,CASH,12,314.42,22.82,29.26,307.98,2024-06-02 11:54:37
2011,TXN-002011,1,2024-05-29 13:39:35,135,EWALLET,5,107.57,8.53,0.87,115.23,2024-05-29 13:39:35
2012,TXN-002012,1,2024-01-05 18:50:30,,CASH,17,182.08,14.43,1.77,194.74,2024-01-05 18:50:30
2013,TXN-002013,1,2024-07-04 20:57:09,91,CARD,5,146.17,11.7,0.0,157.87,2024-07-04 20:57:09
2014,TXN-002014,1,2024-01-09 12:57:57,,EWALLET,7,171.99,13.76,0.0,185.75,2024-01-09 12:57:57
2015,TXN-002015,1,2025-01-01 15:17:04,317,CARD,12,240.26,19.22,0.0,259.48,2025-01-01 15:17:04
2016,TXN-002016,1,2024-03-12 19:25:43,13,CARD,8,156.56,12.09,5.42,163.23,2024-03-12 19:25:43
2017,TXN-002017,1,2024-06-09 14:09:21,38,CARD,12,226.64,17.79,4.29,240.14,2024-06-09 14:09:21
2018,TXN-002018,1,2025-05-29 10:03:27,448,CARD,10,306.08,23.92,6.93,323.07,2025-05-29 10:03:27
