po_line_id,po_id,line_number,product_id,ordered_qty,received_qty,unit_cost,line_base_cost,discount_pct,tax_rate_pct,created_at,po_number,order_date,expected_delivery_date,actual_delivery_date,status,currency_code,store_id,created_by,supplier_id,supplier_name,supplier_code,product_sku,product_name,category
756,144,2,148,286,261,1.7,486.2,2.0,8.0,2024-09-23 17:00:00,PO-00144,2024-09-23,2024-10-02,2024-10-01,RECEIVED,SGD,1,inventory.bot,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00148,SnackTime Trail Mix,Snacks
757,144,3,70,73,67,20.05,1463.65,0.0,8.0,2024-09-23 10:00:00,PO-00144,2024-09-23,2024-10-02,2024-10-01,RECEIVED,SGD,1,inventory.bot,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00070,HappySnacks Trail Mix,Snacks
758,144,4,138,50,45,33.1,1655.0,0.0,8.0,2024-09-23 15:00:00,PO-00144,2024-09-23,2024-10-02,2024-10-01,RECEIVED,SGD,1,inventory.bot,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00138,BlueOcean Fish Fingers,Seafood
759,144,5,130,36,35,19.05,685.8,0.0,8.0,2024-09-23 09:00:00,PO-00144,2024-09-23,2024-10-02,2024-10-01,RECEIVED,SGD,1,inventory.bot,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00130,ButcherSelect Minced Beef,Meat
760,144,6,84,83,80,16.47,1367.01,0.0,8.0,2024-09-23 11:00:00,PO-00144,2024-09-23,2024-10-02,2024-10-01,RECEIVED,SGD,1,inventory.bot,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00084,ArcticFresh Fish Fillets,Frozen
761,145,1,104,70,65,5.71,399.7,0.0,8.0,2024-09-23 13:00:00,PO-00145,2024-09-23,2024-09-26,2024-09-29,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00104,ThirstQuench Apple Juice,Beverages
762,145,2,63,62,59,4.08,252.96,0.0,8.0,2024-09-23 10:00:00,PO-00145,2024-09-23,2024-09-26,2024-09-29,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00063,CleanHome Trash Bags,Household
763,145,3,58,32,31,12.84,410.88,2.0,8.0,2024-09-23 10:00:00,PO-00145,2024-09-23,2024-09-26,2024-09-29,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00058,GardenFresh Tomatoes,Produce
764,145,4,17,17,17,9.52,161.84,0.0,8.0,2024-09-23 10:00:00,PO-00145,2024-09-23,2024-09-26,2024-09-29,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00017,ButcherSelect Chicken Breast,Meat
765,145,5,87,31,30,1.2,37.2,0.0,8.0,2024-09-23 14:00:00,PO-00145,2024-09-23,2024-09-26,2024-09-29,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00087,DailyBake Muffins,Bakery
766,145,6,24,161,156,7.99,1286.39,5.0,8.0,2024-09-23 12:00:00,PO-00145,2024-09-23,2024-09-26,2024-09-29,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00024,CoolSip Green Tea,Beverages
767,145,7,65,72,68,14.44,1039.68,3.0,8.0,2024-09-23 08:00:00,PO-00145,2024-09-23,2024-09-26,2024-09-29,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00065,ButcherSelect Pork Chops,Meat
768,145,8,88,48,44,22.81,1094.88,0.0,8.0,2024-09-23 12:00:00,PO-00145,2024-09-23,2024-09-26,2024-09-29,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00088,SeaHarvest Squid Rings,Seafood
769,146,1,137,84,77,7.02,589.68,5.0,8.0,2024-09-24 11:00:00,PO-00146,2024-09-24,2024-09-28,2024-10-01,RECEIVED,SGD,1,store.manager,2,Evergreen Produce Importers,EVERGR-002,SKU-00137,GoldenLoaf Wholemeal Bread,Bakery
770,146,2,59,50,45,5.16,258.0,0.0,8.0,2024-09-24 15:00:00,PO-00146,2024-09-24,2024-09-28,2024-10-01,RECEIVED,SGD,1,store.manager,2,Evergreen Produce Importers,EVERGR-002,SKU-00059,PureGlow Shampoo,Personal Care
771,146,3,50,83,76,2.21,183.43,0.0,8.0,2024-09-24 08:00:00,PO-00146,2024-09-24,2024-09-28,2024-10-01,RECEIVED,SGD,1,store.manager,2,Evergreen Produce Importers,EVERGR-002,SKU-00050,GardenFresh Lettuce,Produce
772,147,1,34,301,272,8.39,2525.39,0.0,8.0,2024-09-24 11:00:00,PO-00147,2024-09-24,2024-09-27,2024-09-26,RECEIVED,SGD,1,procurement.mgr,3,Pacific Beverages & Co.,PACIFI-003,SKU-00034,HappySnacks Potato Chips,Snacks
773,147,2,81,153,147,19.14,2928.42,0.0,8.0,2024-09-24 13:00:00,PO-00147,2024-09-24,2024-09-27,2024-09-26,RECEIVED,SGD,1,procurement.mgr,3,Pacific Beverages & Co.,PACIFI-003,SKU-00081,ThirstQuench Cola,Beverages
774,147,3,61,49,48,11.32,554.68,0.0,8.0,2024-09-24 11:00:00,PO-00147,2024-09-24,2024-09-27,2024-09-26,RECEIVED,SGD,1,procurement.mgr,3,Pacific Beverages & Co.,PACIFI-003,SKU-00061,FrostyFoods Frozen Pizza,Frozen
775,147,4,80,286,269,3.16,903.76,0.0,8.0,2024-09-24 09:00:00,PO-00147,2024-09-24,2024-09-27,2024-09-26,RECEIVED,SGD,1,procurement.mgr,3,Pacific Beverages & Co.,PACIFI-003,SKU-00080,CrunchyBite Potato Chips,Snacks
776,147,5,86,75,72,2.58,193.5,2.0,8.0,2024-09-24 10:00:00,PO-00147,2024-09-24,2024-09-27,2024-09-26,RECEIVED,SGD,1,procurement.mgr,3,Pacific Beverages & Co.,PACIFI-003,SKU-00086,HarmonyCare Toothpaste,Personal Care
777,148,1,116,36,33,4.25,153.0,0.0,8.0,2024-09-30 10:00:00,PO-00148,2024-09-30,2024-10-06,2024-10-07,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00116,FrostyFoods Fish Fillets,Frozen
778,148,2,43,17,17,32.9,559.3,0.0,8.0,2024-09-30 13:00:00,PO-00148,2024-09-30,2024-10-06,2024-10-07,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00043,SeaHarvest Salmon Fillet,Seafood
779,148,3,98,65,64,20.04,1302.6,5.0,8.0,2024-09-30 17:00:00,PO-00148,2024-09-30,2024-10-06,2024-10-07,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00098,MeadowFresh Yogurt,Dairy
780,148,4,77,41,39,11.51,471.91,0.0,8.0,2024-09-30 09:00:00,PO-00148,2024-09-30,2024-10-06,2024-10-07,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00077,GreenFields Bananas,Produce
781,148,5,22,53,52,4.08,216.24,0.0,8.0,2024-09-30 17:00:00,PO-00148,2024-09-30,2024-10-06,2024-10-07,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00022,HarmonyCare Hand Soap,Personal Care
782,148,6,59,75,74,5.25,393.75,5.0,8.0,2024-09-30 14:00:00,PO-00148,2024-09-30,2024-10-06,2024-10-07,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00059,PureGlow Shampoo,Personal Care
783,148,7,119,51,47,2.76,140.76,0.0,8.0,2024-09-30 17:00:00,PO-00148,2024-09-30,2024-10-06,2024-10-07,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00119,FrostyFoods Frozen Peas,Frozen
784,149,1,26,106,98,4.45,471.7,0.0,8.0,2024-10-01 14:00:00,PO-00149,2024-10-01,2024-10-12,2024-10-14,CLOSED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00026,FarmHouse Milk,Dairy
785,149,2,72,47,43,17.96,844.12,5.0,8.0,2024-10-01 09:00:00,PO-00149,2024-10-01,2024-10-12,2024-10-14,CLOSED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00072,FrostyFoods Frozen Peas,Frozen
786,149,3,133,22,21,9.01,198.22,5.0,8.0,2024-10-01 15:00:00,PO-00149,2024-10-01,2024-10-12,2024-10-14,CLOSED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00133,GoldenLoaf White Bread,Bakery
787,149,4,122,88,86,16.2,1425.6,2.0,8.0,2024-10-01 15:00:00,PO-00149,2024-10-01,2024-10-12,2024-10-14,CLOSED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00122,PureGlow Shampoo,Personal Care
788,149,5,97,118,108,3.1,365.8,0.0,8.0,2024-10-01 13:00:00,PO-00149,2024-10-01,2024-10-12,2024-10-14,CLOSED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00097,GreenFields Apples,Produce
789,149,6,113,50,47,8.54,427.0,5.0,8.0,2024-10-01 09:00:00,PO-00149,2024-10-01,2024-10-12,2024-10-14,CLOSED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00113,SeaHarvest Salmon Fillet,Seafood
790,149,7,46,139,138,18.7,2599.3,0.0,8.0,2024-10-01 12:00:00,PO-00149,2024-10-01,2024-10-12,2024-10-14,CLOSED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00046,ThirstQuench Apple Juice,Beverages
791,150,1,115,85,80,1.51,128.35,5.0,8.0,2024-10-01 13:00:00,PO-00150,2024-10-01,2024-10-14,2024-10-13,SENT,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00115,GoldenLoaf Muffins,Bakery
792,150,2,88,13,12,21.92,284.96,0.0,8.0,2024-10-01 15:00:00,PO-00150,2024-10-01,2024-10-14,2024-10-13,SENT,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00088,SeaHarvest Squid Rings,Seafood
793,150,3,87,99,98,1.14,112.86,0.0,8.0,2024-10-01 10:00:00,PO-00150,2024-10-01,2024-10-14,2024-10-13,SENT,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00087,DailyBake Muffins,Bakery
794,150,4,131,91,87,5.72,520.52,3.0,8.0,2024-10-01 11:00:00,PO-00150,2024-10-01,2024-10-14,2024-10-13,SENT,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00131,ArcticFresh Frozen Pizza,Frozen
795,150,5,28,105,98,0.94,98.7,0.0,8.0,2024-10-01 16:00:00,PO-00150,2024-10-01,2024-10-14,2024-10-13,SENT,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00028,CitrusBurst Cola,Beverages
796,151,1,93,67,63,4.07,272.69,3.0,8.0,2024-10-01 09:00:00,PO-00151,2024-10-01,2024-10-12,2024-10-14,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00093,FrostyFoods Fish Fillets,Frozen
797,151,2,37,29,28,24.94,723.26,3.0,8.0,2024-10-01 12:00:00,PO-00151,2024-10-01,2024-10-12,2024-10-14,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00037,BlueOcean Salmon Fillet,Seafood
798,151,3,106,156,150,3.79,591.24,5.0,8.0,2024-10-01 09:00:00,PO-00151,2024-10-01,2024-10-12,2024-10-14,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00106,ThirstQuench Green Tea,Beverages
799,151,4,48,68,67,15.13,1028.84,0.0,8.0,2024-10-01 14:00:00,PO-00151,2024-10-01,2024-10-12,2024-10-14,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00048,SparklePro Laundry Detergent,Household
800,151,5,14,65,60,16.63,1080.95,0.0,8.0,2024-10-01 10:00:00,PO-00151,2024-10-01,2024-10-12,2024-10-14,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00014,CleanHome Paper Towels,Household
801,151,6,52,147,134,14.67,2156.49,0.0,8.0,2024-10-01 11:00:00,PO-00151,2024-10-01,2024-10-12,2024-10-14,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00052,SnackTime Potato Chips,Snacks
802,152,1,9,17,15,18.23,309.91,3.0,8.0,2024-10-07 13:00:00,PO-00152,2024-10-07,2024-10-16,2024-10-18,RECEIVED,SGD,1,store.manager,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00009,PrimeChoice Pork Chops,Meat
803,152,2,54,67,64,14.83,993.61,0.0,8.0,2024-10-07 15:00:00,PO-00152,2024-10-07,2024-10-16,2024-10-18,RECEIVED,SGD,1,store.manager,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00054,ButcherSelect Chicken Breast,Meat
804,152,3,71,71,67,19.19,1362.49,0.0,8.0,2024-10-07 10:00:00,PO-00152,2024-10-07,2024-10-16,2024-10-18,RECEIVED,SGD,1,store.manager,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00071,ButcherSelect Pork Chops,Meat
805,152,4,83,60,56,14.63,877.8,0.0,8.0,2024-10-07 08:00:00,PO-00152,2024-10-07,2024-10-16,2024-10-18,RECEIVED,SGD,1,store.manager,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00083,SeaHarvest Prawns,Seafood
806,152,5,74,108,101,5.93,640.44,0.0,8.0,2024-10-07 17:00:00,PO-00152,2024-10-07,2024-10-16,2024-10-18,RECEIVED,SGD,1,store.manager,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00074,CitrusBurst Orange Juice,Beverages
807,152,6,32,40,39,18.45,738.0,0.0,8.0,2024-10-07 10:00:00,PO-00152,2024-10-07,2024-10-16,2024-10-18,RECEIVED,SGD,1,store.manager,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00032,GoldenLoaf Croissant,Bakery
808,152,7,73,20,18,10.64,212.8,0.0,8.0,2024-10-07 17:00:00,PO-00152,2024-10-07,2024-10-16,2024-10-18,RECEIVED,SGD,1,store.manager,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00073,SeaHarvest Fish Fingers,Seafood
809,152,8,70,100,94,19.5,1950.0,0.0,8.0,2024-10-07 16:00:00,PO-00152,2024-10-07,2024-10-16,2024-10-18,RECEIVED,SGD,1,store.manager,1,Lion City Foods Pte Ltd,LIONCI-001,SKU-00070,HappySnacks Trail Mix,Snacks
810,153,1,89,78,77,14.59,1138.02,5.0,8.0,2024-10-08 16:00:00,PO-00153,2024-10-08,2024-10-12,2024-10-11,CLOSED,SGD,1,inventory.bot,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00089,GardenFresh Tomatoes,Produce
811,153,2,139,107,100,10.41,1113.87,2.0,8.0,2024-10-08 12:00:00,PO-00153,2024-10-08,2024-10-12,2024-10-11,CLOSED,SGD,1,inventory.bot,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00139,MilkyWay Milk,Dairy
812,153,3,35,88,85,14.34,1261.92,5.0,8.0,2024-10-08 15:00:00,PO-00153,2024-10-08,2024-10-12,2024-10-11,CLOSED,SGD,1,inventory.bot,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00035,PureGlow Hand Soap,Personal Care
813,153,4,126,176,171,17.73,3120.48,0.0,8.0,2024-10-08 10:00:00,PO-00153,2024-10-08,2024-10-12,2024-10-11,CLOSED,SGD,1,inventory.bot,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00126,ThirstQuench Orange Juice,Beverages
814,153,5,36,132,126,16.03,2115.96,2.0,8.0,2024-10-08 17:00:00,PO-00153,2024-10-08,2024-10-12,2024-10-11,CLOSED,SGD,1,inventory.bot,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00036,MeadowFresh Cheese,Dairy
815,153,6,39,48,45,1.49,71.52,0.0,8.0,2024-10-08 17:00:00,PO-00153,2024-10-08,2024-10-12,2024-10-11,CLOSED,SGD,1,inventory.bot,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00039,FrostyFoods Ice Cream,Frozen
816,153,7,20,127,117,13.01,1652.27,0.0,8.0,2024-10-08 11:00:00,PO-00153,2024-10-08,2024-10-12,2024-10-11,CLOSED,SGD,1,inventory.bot,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00020,FarmHouse Yogurt,Dairy
817,153,8,112,25,23,16.54,413.5,5.0,8.0,2024-10-08 09:00:00,PO-00153,2024-10-08,2024-10-12,2024-10-11,CLOSED,SGD,1,inventory.bot,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00112,CleanHome Laundry Detergent,Household
818,154,1,46,135,127,18.09,2442.15,0.0,8.0,2024-10-08 13:00:00,PO-00154,2024-10-08,2024-10-21,2024-10-22,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00046,ThirstQuench Apple Juice,Beverages
819,154,2,97,59,59,3.15,185.85,0.0,8.0,2024-10-08 11:00:00,PO-00154,2024-10-08,2024-10-21,2024-10-22,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00097,GreenFields Apples,Produce
820,154,3,69,76,74,2.37,180.12,2.0,8.0,2024-10-08 12:00:00,PO-00154,2024-10-08,2024-10-21,2024-10-22,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00069,FrostyFoods Frozen Pizza,Frozen
821,154,4,113,20,20,8.83,176.6,2.0,8.0,2024-10-08 14:00:00,PO-00154,2024-10-08,2024-10-21,2024-10-22,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00113,SeaHarvest Salmon Fillet,Seafood
822,154,5,105,37,36,7.44,275.28,0.0,8.0,2024-10-08 11:00:00,PO-00154,2024-10-08,2024-10-21,2024-10-22,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00105,FrostyFoods Ice Cream,Frozen
823,154,6,26,77,73,4.58,352.66,0.0,8.0,2024-10-08 09:00:00,PO-00154,2024-10-08,2024-10-21,2024-10-22,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00026,FarmHouse Milk,Dairy
824,155,1,133,43,42,9.0,387.0,2.0,8.0,2024-10-08 08:00:00,PO-00155,2024-10-08,2024-10-13,2024-10-16,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00133,GoldenLoaf White Bread,Bakery
825,155,2,72,58,57,17.97,1042.26,3.0,8.0,2024-10-08 15:00:00,PO-00155,2024-10-08,2024-10-13,2024-10-16,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00072,FrostyFoods Frozen Peas,Frozen
826,155,3,33,35,32,10.84,379.4,0.0,8.0,2024-10-08 12:00:00,PO-00155,2024-10-08,2024-10-13,2024-10-16,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00033,GoldenLoaf White Bread,Bakery
827,155,4,26,126,124,4.41,555.66,5.0,8.0,2024-10-08 12:00:00,PO-00155,2024-10-08,2024-10-13,2024-10-16,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00026,FarmHouse Milk,Dairy
828,155,5,125,73,67,6.02,439.46,5.0,8.0,2024-10-08 11:00:00,PO-00155,2024-10-08,2024-10-13,2024-10-16,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00125,GreenFields Apples,Produce
829,155,6,64,11,10,31.84,350.24,0.0,8.0,2024-10-08 17:00:00,PO-00155,2024-10-08,2024-10-13,2024-10-16,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00064,SeaHarvest Salmon Fillet,Seafood
830,155,7,46,133,127,19.14,2545.62,0.0,8.0,2024-10-08 15:00:00,PO-00155,2024-10-08,2024-10-13,2024-10-16,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00046,ThirstQuench Apple Juice,Beverages
831,156,1,69,60,57,2.44,146.4,0.0,8.0,2024-10-08 10:00:00,PO-00156,2024-10-08,2024-10-11,2024-10-12,RECEIVED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00069,FrostyFoods Frozen Pizza,Frozen
832,156,2,105,26,24,7.31,190.06,0.0,8.0,2024-10-08 08:00:00,PO-00156,2024-10-08,2024-10-11,2024-10-12,RECEIVED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00105,FrostyFoods Ice Cream,Frozen
833,156,3,113,28,26,8.55,239.4,0.0,8.0,2024-10-08 16:00:00,PO-00156,2024-10-08,2024-10-11,2024-10-12,RECEIVED,SGD,1,system.auto,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00113,SeaHarvest Salmon Fillet,Seafood
834,157,1,14,23,21,15.55,357.65,2.0,8.0,2024-10-14 14:00:00,PO-00157,2024-10-14,2024-10-27,2024-10-28,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00014,CleanHome Paper Towels,Household
835,157,2,6,63,63,14.78,931.14,0.0,8.0,2024-10-14 10:00:00,PO-00157,2024-10-14,2024-10-27,2024-10-28,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00006,GoldenLoaf White Bread,Bakery
836,157,3,106,169,156,3.57,603.33,3.0,8.0,2024-10-14 17:00:00,PO-00157,2024-10-14,2024-10-27,2024-10-28,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00106,ThirstQuench Green Tea,Beverages
837,157,4,48,49,46,15.82,775.18,0.0,8.0,2024-10-14 10:00:00,PO-00157,2024-10-14,2024-10-27,2024-10-28,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00048,SparklePro Laundry Detergent,Household
838,157,5,52,350,316,14.98,5243.0,5.0,8.0,2024-10-14 13:00:00,PO-00157,2024-10-14,2024-10-27,2024-10-28,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00052,SnackTime Potato Chips,Snacks
839,157,6,90,32,31,12.81,409.92,3.0,8.0,2024-10-14 16:00:00,PO-00157,2024-10-14,2024-10-27,2024-10-28,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00090,PrimeChoice Minced Beef,Meat
840,157,7,68,58,53,12.87,746.46,5.0,8.0,2024-10-14 09:00:00,PO-00157,2024-10-14,2024-10-27,2024-10-28,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00068,PrimeChoice Chicken Breast,Meat
841,157,8,45,130,119,1.15,149.5,5.0,8.0,2024-10-14 11:00:00,PO-00157,2024-10-14,2024-10-27,2024-10-28,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00045,HappySnacks Potato Chips,Snacks
842,158,1,41,70,64,9.71,679.7,3.0,8.0,2024-10-14 17:00:00,PO-00158,2024-10-14,2024-10-18,2024-10-17,CLOSED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00041,SparklePro Paper Towels,Household
843,158,2,22,16,15,4.25,68.0,0.0,8.0,2024-10-14 09:00:00,PO-00158,2024-10-14,2024-10-18,2024-10-17,CLOSED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00022,HarmonyCare Hand Soap,Personal Care
844,158,3,114,58,56,18.9,1096.2,0.0,8.0,2024-10-14 17:00:00,PO-00158,2024-10-14,2024-10-18,2024-10-17,CLOSED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00114,FrostyFoods Frozen Pizza,Frozen
845,158,4,38,46,44,13.29,611.34,5.0,8.0,2024-10-14 13:00:00,PO-00158,2024-10-14,2024-10-18,2024-10-17,CLOSED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00038,DailyBake Croissant,Bakery
846,159,1,146,239,217,8.72,2084.08,0.0,8.0,2024-10-15 16:00:00,PO-00159,2024-10-15,2024-10-23,2024-10-24,RECEIVED,SGD,1,procurement.mgr,8,CleanHome Household Products,CLEANH-008,SKU-00146,SnackTime Trail Mix,Snacks
847,159,2,136,65,63,5.79,376.35,0.0,8.0,2024-10-15 16:00:00,PO-00159,2024-10-15,2024-10-23,2024-10-24,RECEIVED,SGD,1,procurement.mgr,8,CleanHome Household Products,CLEANH-008,SKU-00136,MeadowFresh Milk,Dairy
848,159,3,99,34,34,14.6,496.4,0.0,8.0,2024-10-15 16:00:00,PO-00159,2024-10-15,2024-10-23,2024-10-24,RECEIVED,SGD,1,procurement.mgr,8,CleanHome Household Products,CLEANH-008,SKU-00099,FarmHouse Butter,Dairy
849,159,4,127,75,70,12.94,970.5,2.0,8.0,2024-10-15 09:00:00,PO-00159,2024-10-15,2024-10-23,2024-10-24,RECEIVED,SGD,1,procurement.mgr,8,CleanHome Household Products,CLEANH-008,SKU-00127,HarmonyCare Body Wash,Personal Care
850,160,1,52,224,205,15.61,3496.64,5.0,8.0,2024-10-15 12:00:00,PO-00160,2024-10-15,2024-10-19,2024-10-20,RECEIVED,SGD,1,inventory.bot,4,Golden Harvest Grocers,GOLDEN-004,SKU-00052,SnackTime Potato Chips,Snacks
851,160,2,106,183,178,3.53,645.99,2.0,8.0,2024-10-15 09:00:00,PO-00160,2024-10-15,2024-10-19,2024-10-20,RECEIVED,SGD,1,inventory.bot,4,Golden Harvest Grocers,GOLDEN-004,SKU-00106,ThirstQuench Green Tea,Beverages
852,160,3,37,24,22,24.75,594.0,0.0,8.0,2024-10-15 15:00:00,PO-00160,2024-10-15,2024-10-19,2024-10-20,RECEIVED,SGD,1,inventory.bot,4,Golden Harvest Grocers,GOLDEN-004,SKU-00037,BlueOcean Salmon Fillet,Seafood
853,160,4,90,43,41,12.07,519.01,2.0,8.0,2024-10-15 11:00:00,PO-00160,2024-10-15,2024-10-19,2024-10-20,RECEIVED,SGD,1,inventory.bot,4,Golden Harvest Grocers,GOLDEN-004,SKU-00090,PrimeChoice Minced Beef,Meat
854,160,5,68,23,23,13.53,311.19,5.0,8.0,2024-10-15 13:00:00,PO-00160,2024-10-15,2024-10-19,2024-10-20,RECEIVED,SGD,1,inventory.bot,4,Golden Harvest Grocers,GOLDEN-004,SKU-00068,PrimeChoice Chicken Breast,Meat
855,161,1,68,23,22,12.73,292.79,0.0,8.0,2024-10-15 17:00:00,PO-00161,2024-10-15,2024-10-20,2024-10-22,CLOSED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00068,PrimeChoice Chicken Breast,Meat
856,161,2,6,71,65,15.82,1123.22,5.0,8.0,2024-10-15 15:00:00,PO-00161,2024-10-15,2024-10-20,2024-10-22,CLOSED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00006,GoldenLoaf White Bread,Bakery
857,161,3,52,148,145,15.61,2310.28,3.0,8.0,2024-10-15 12:00:00,PO-00161,2024-10-15,2024-10-20,2024-10-22,CLOSED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00052,SnackTime Potato Chips,Snacks
