txn_line_id,txn_id,txn_number,line_number,product_id,product_sku,product_name,category,base_unit_price,sale_unit_price,quantity,line_base_amount,line_sale_amount,line_discount_amount,tax_rate_pct,tax_amount,promotion_code,created_at
7602,1546,TXN-001546,1,54,SKU-00054,ButcherSelect Chicken Breast,Meat,33.21,33.21,1,33.21,33.21,0.0,8.0,2.66,,2024-10-21 20:50:29
7603,1546,TXN-001546,2,16,SKU-00016,CitrusBurst Apple Juice,Beverages,9.2,9.2,1,9.2,9.2,0.0,8.0,0.74,,2024-10-21 20:50:29
7604,1547,TXN-001547,1,32,SKU-00032,GoldenLoaf Croissant,Bakery,44.22,44.22,2,88.44,88.44,0.0,8.0,7.08,,2025-05-18 11:00:08
7605,1547,TXN-001547,2,38,SKU-00038,DailyBake Croissant,Bakery,21.83,21.83,3,65.49,65.49,0.0,8.0,5.24,,2025-05-18 11:00:08
7606,1547,TXN-001547,3,3,SKU-00003,FarmHouse Yogurt,Dairy,17.16,17.16,2,34.32,34.32,0.0,8.0,2.75,,2025-05-18 11:00:08
7607,1547,TXN-001547,4,79,SKU-00079,CitrusBurst Green Tea,Beverages,10.09,10.09,2,20.18,20.18,0.0,8.0,1.61,,2025-05-18 11:00:08
7608,1547,TXN-001547,5,130,SKU-00130,ButcherSelect Minced Beef,Meat,41.12,41.12,1,41.12,41.12,0.0,8.0,3.29,,2025-05-18 11:00:08
7609,1548,TXN-001548,1,36,SKU-00036,MeadowFresh Cheese,Dairy,35.49,35.49,3,106.47,106.47,0.0,8.0,8.52,,2024-09-27 10:58:25
7610,1548,TXN-001548,2,66,SKU-00066,CleanHome Trash Bags,Household,24.92,24.92,1,24.92,24.92,0.0,8.0,1.99,,2024-09-27 10:58:25
7611,1548,TXN-001548,3,37,SKU-00037,BlueOcean Salmon Fillet,Seafood,50.04,50.04,1,50.04,50.04,0.0,8.0,4.0,,2024-09-27 10:58:25
7612,1548,TXN-001548,4,53,SKU-00053,CitrusBurst Orange Juice,Beverages,18.99,18.99,3,56.97,56.97,0.0,8.0,4.56,,2024-09-27 10:58:25
7613,1548,TXN-001548,5,38,SKU-00038,DailyBake Croissant,Bakery,21.83,21.83,2,43.66,43.66,0.0,8.0,3.49,,2024-09-27 10:58:25
7614,1548,TXN-001548,6,131,SKU-00131,ArcticFresh Frozen Pizza,Frozen,10.99,10.99,3,32.97,32.97,0.0,8.0,2.64,,2024-09-27 10:58:25
7615,1548,TXN-001548,7,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,1,14.95,14.95,0.0,8.0,1.2,,2024-09-27 10:58:25
7616,1549,TXN-001549,1,25,SKU-00025,PrimeChoice Minced Beef,Meat,16.72,16.72,1,16.72,16.72,0.0,8.0,1.34,,2024-01-05 19:26:46
7617,1549,TXN-001549,2,6,SKU-00006,GoldenLoaf White Bread,Bakery,26.17,26.17,1,26.17,26.17,0.0,8.0,2.09,,2024-01-05 19:26:46
7618,1550,TXN-001550,1,71,SKU-00071,ButcherSelect Pork Chops,Meat,32.36,32.36,2,64.72,64.72,0.0,8.0,5.18,,2024-08-29 21:34:57
7619,1550,TXN-001550,2,51,SKU-00051,GardenFresh Apples,Produce,27.72,26.33,4,110.88,105.32,5.56,8.0,8.43,BULK5,2024-08-29 21:34:57
7620,1551,TXN-001551,1,25,SKU-00025,PrimeChoice Minced Beef,Meat,16.72,16.72,2,33.44,33.44,0.0,8.0,2.68,,2024-08-06 16:49:07
7621,1551,TXN-001551,2,84,SKU-00084,ArcticFresh Fish Fillets,Frozen,34.15,32.44,3,102.45,97.32,5.13,8.0,7.79,BULK5,2024-08-06 16:49:07
7622,1552,TXN-001552,1,107,SKU-00107,GardenFresh Lettuce,Produce,16.85,16.85,2,33.7,33.7,0.0,8.0,2.7,,2024-11-02 18:07:09
7623,1552,TXN-001552,2,30,SKU-00030,DailyBake Muffins,Bakery,11.93,11.33,3,35.79,33.99,1.8,8.0,2.72,WEEKEND5,2024-11-02 18:07:09
7624,1552,TXN-001552,3,41,SKU-00041,SparklePro Paper Towels,Household,20.31,20.31,2,40.62,40.62,0.0,8.0,3.25,,2024-11-02 18:07:09
7625,1552,TXN-001552,4,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,12.79,2,31.98,25.58,6.4,8.0,2.05,FLASH20,2024-11-02 18:07:09
7626,1552,TXN-001552,5,5,SKU-00005,GreenFields Apples,Produce,1.64,1.39,1,1.64,1.39,0.25,8.0,0.11,MEMBER15,2024-11-02 18:07:09
7627,1552,TXN-001552,6,46,SKU-00046,ThirstQuench Apple Juice,Beverages,43.06,34.45,2,86.12,68.9,17.22,8.0,5.51,FLASH20,2024-11-02 18:07:09
7628,1552,TXN-001552,7,88,SKU-00088,SeaHarvest Squid Rings,Seafood,45.96,45.96,2,91.92,91.92,0.0,8.0,7.35,,2024-11-02 18:07:09
7629,1552,TXN-001552,8,146,SKU-00146,SnackTime Trail Mix,Snacks,11.07,11.07,2,22.14,22.14,0.0,8.0,1.77,,2024-11-02 18:07:09
7630,1553,TXN-001553,1,126,SKU-00126,ThirstQuench Orange Juice,Beverages,25.36,25.36,6,152.16,152.16,0.0,8.0,12.17,,2024-10-29 13:54:47
7631,1553,TXN-001553,2,41,SKU-00041,SparklePro Paper Towels,Household,20.31,19.29,2,40.62,38.58,2.04,8.0,3.09,BULK5,2024-10-29 13:54:47
7632,1553,TXN-001553,3,119,SKU-00119,FrostyFoods Frozen Peas,Frozen,4.45,4.45,3,13.35,13.35,0.0,8.0,1.07,,2024-10-29 13:54:47
7633,1553,TXN-001553,4,14,SKU-00014,CleanHome Paper Towels,Household,29.38,29.38,2,58.76,58.76,0.0,8.0,4.7,,2024-10-29 13:54:47
7634,1553,TXN-001553,5,51,SKU-00051,GardenFresh Apples,Produce,27.72,27.72,1,27.72,27.72,0.0,8.0,2.22,,2024-10-29 13:54:47
7635,1554,TXN-001554,1,118,SKU-00118,MeadowFresh Milk,Dairy,13.27,13.27,3,39.81,39.81,0.0,8.0,3.18,,2024-09-21 12:35:59
7636,1554,TXN-001554,2,38,SKU-00038,DailyBake Croissant,Bakery,21.83,21.83,3,65.49,65.49,0.0,8.0,5.24,,2024-09-21 12:35:59
7637,1554,TXN-001554,3,43,SKU-00043,SeaHarvest Salmon Fillet,Seafood,64.95,64.95,2,129.9,129.9,0.0,8.0,10.39,,2024-09-21 12:35:59
7638,1554,TXN-001554,4,7,SKU-00007,CitrusBurst Orange Juice,Beverages,42.84,42.84,1,42.84,42.84,0.0,8.0,3.43,,2024-09-21 12:35:59
7639,1554,TXN-001554,5,101,SKU-00101,SparklePro Dishwashing Liquid,Household,24.88,24.88,2,49.76,49.76,0.0,8.0,3.98,,2024-09-21 12:35:59
7640,1554,TXN-001554,6,87,SKU-00087,DailyBake Muffins,Bakery,1.89,1.89,1,1.89,1.89,0.0,8.0,0.15,,2024-09-21 12:35:59
7641,1555,TXN-001555,1,65,SKU-00065,ButcherSelect Pork Chops,Meat,33.12,33.12,2,66.24,66.24,0.0,8.0,5.3,,2024-02-17 20:52:42
7642,1555,TXN-001555,2,66,SKU-00066,CleanHome Trash Bags,Household,24.92,24.92,1,24.92,24.92,0.0,8.0,1.99,,2024-02-17 20:52:42
7643,1555,TXN-001555,3,131,SKU-00131,ArcticFresh Frozen Pizza,Frozen,10.99,10.44,3,32.97,31.32,1.65,8.0,2.51,WEEKEND5,2024-02-17 20:52:42
7644,1555,TXN-001555,4,16,SKU-00016,CitrusBurst Apple Juice,Beverages,9.2,7.36,3,27.6,22.08,5.52,8.0,1.77,FLASH20,2024-02-17 20:52:42
7645,1555,TXN-001555,5,136,SKU-00136,MeadowFresh Milk,Dairy,12.07,12.07,3,36.21,36.21,0.0,8.0,2.9,,2024-02-17 20:52:42
7646,1555,TXN-001555,6,143,SKU-00143,PureGlow Toothpaste,Personal Care,17.09,17.09,2,34.18,34.18,0.0,8.0,2.73,,2024-02-17 20:52:42
7647,1555,TXN-001555,7,100,SKU-00100,SnackTime Biscuits,Snacks,29.48,26.53,4,117.92,106.12,11.8,8.0,8.49,PROMO10,2024-02-17 20:52:42
7648,1556,TXN-001556,1,33,SKU-00033,GoldenLoaf White Bread,Bakery,21.53,21.53,2,43.06,43.06,0.0,8.0,3.44,,2024-10-15 16:10:05
7649,1556,TXN-001556,2,65,SKU-00065,ButcherSelect Pork Chops,Meat,33.12,31.46,1,33.12,31.46,1.66,8.0,2.52,BULK5,2024-10-15 16:10:05
7650,1557,TXN-001557,1,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.99,2,31.98,31.98,0.0,8.0,2.56,,2024-09-30 16:52:08
7651,1557,TXN-001557,2,49,SKU-00049,HappySnacks Potato Chips,Snacks,5.85,5.85,5,29.25,29.25,0.0,8.0,2.34,,2024-09-30 16:52:08
7652,1558,TXN-001558,1,106,SKU-00106,ThirstQuench Green Tea,Beverages,5.43,4.34,2,10.86,8.68,2.18,8.0,0.69,FLASH20,2025-04-13 14:35:29
7653,1558,TXN-001558,2,26,SKU-00026,FarmHouse Milk,Dairy,6.78,6.44,2,13.56,12.88,0.68,8.0,1.03,WEEKEND5,2025-04-13 14:35:29
7654,1558,TXN-001558,3,30,SKU-00030,DailyBake Muffins,Bakery,11.93,11.93,2,23.86,23.86,0.0,8.0,1.91,,2025-04-13 14:35:29
7655,1558,TXN-001558,4,3,SKU-00003,FarmHouse Yogurt,Dairy,17.16,17.16,2,34.32,34.32,0.0,8.0,2.75,,2025-04-13 14:35:29
7656,1558,TXN-001558,5,111,SKU-00111,HarmonyCare Body Wash,Personal Care,10.39,8.83,2,20.78,17.66,3.12,8.0,1.41,MEMBER15,2025-04-13 14:35:29
7657,1558,TXN-001558,6,73,SKU-00073,SeaHarvest Fish Fingers,Seafood,16.74,16.74,1,16.74,16.74,0.0,8.0,1.34,,2025-04-13 14:35:29
7658,1558,TXN-001558,7,59,SKU-00059,PureGlow Shampoo,Personal Care,9.75,8.29,1,9.75,8.29,1.46,8.0,0.66,MEMBER15,2025-04-13 14:35:29
7659,1558,TXN-001558,8,80,SKU-00080,CrunchyBite Potato Chips,Snacks,4.51,4.51,2,9.02,9.02,0.0,8.0,0.72,,2025-04-13 14:35:29
7660,1558,TXN-001558,9,4,SKU-00004,GoldenLoaf Croissant,Bakery,34.9,34.9,1,34.9,34.9,0.0,8.0,2.79,,2025-04-13 14:35:29
7661,1559,TXN-001559,1,142,SKU-00142,FarmHouse Cheese,Dairy,4.02,4.02,3,12.06,12.06,0.0,8.0,0.96,,2024-11-16 13:20:37
7662,1559,TXN-001559,2,5,SKU-00005,GreenFields Apples,Produce,1.64,1.64,1,1.64,1.64,0.0,8.0,0.13,,2024-11-16 13:20:37
7663,1559,TXN-001559,3,91,SKU-00091,PrimeChoice Chicken Breast,Meat,28.49,27.07,2,56.98,54.14,2.84,8.0,4.33,WEEKEND5,2024-11-16 13:20:37
7664,1559,TXN-001559,4,20,SKU-00020,FarmHouse Yogurt,Dairy,26.18,24.87,1,26.18,24.87,1.31,8.0,1.99,WEEKEND5,2024-11-16 13:20:37
7665,1559,TXN-001559,5,136,SKU-00136,MeadowFresh Milk,Dairy,12.07,12.07,2,24.14,24.14,0.0,8.0,1.93,,2024-11-16 13:20:37
7666,1559,TXN-001559,6,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,2,4.78,4.78,0.0,8.0,0.38,,2024-11-16 13:20:37
7667,1560,TXN-001560,1,81,SKU-00081,ThirstQuench Cola,Beverages,37.45,37.45,3,112.35,112.35,0.0,8.0,8.99,,2025-04-01 10:48:11
7668,1560,TXN-001560,2,14,SKU-00014,CleanHome Paper Towels,Household,29.38,29.38,2,58.76,58.76,0.0,8.0,4.7,,2025-04-01 10:48:11
7669,1560,TXN-001560,3,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.19,4,63.96,60.76,3.2,8.0,4.86,BULK5,2025-04-01 10:48:11
7670,1560,TXN-001560,4,67,SKU-00067,SeaHarvest Prawns,Seafood,23.9,22.7,2,47.8,45.4,2.4,8.0,3.63,BULK5,2025-04-01 10:48:11
7671,1561,TXN-001561,1,13,SKU-00013,BlueOcean Fish Fingers,Seafood,35.09,35.09,3,105.27,105.27,0.0,8.0,8.42,,2024-01-20 18:34:11
7672,1561,TXN-001561,2,79,SKU-00079,CitrusBurst Green Tea,Beverages,10.09,9.08,1,10.09,9.08,1.01,8.0,0.73,PROMO10,2024-01-20 18:34:11
7673,1561,TXN-001561,3,9,SKU-00009,PrimeChoice Pork Chops,Meat,29.63,28.15,1,29.63,28.15,1.48,8.0,2.25,WEEKEND5,2024-01-20 18:34:11
7674,1561,TXN-001561,4,102,SKU-00102,MeadowFresh Cheese,Dairy,3.07,2.92,2,6.14,5.84,0.3,8.0,0.47,WEEKEND5,2024-01-20 18:34:11
7675,1561,TXN-001561,5,15,SKU-00015,CleanHome Trash Bags,Household,25.44,25.44,2,50.88,50.88,0.0,8.0,4.07,,2024-01-20 18:34:11
7676,1561,TXN-001561,6,46,SKU-00046,ThirstQuench Apple Juice,Beverages,43.06,40.91,1,43.06,40.91,2.15,8.0,3.27,WEEKEND5,2024-01-20 18:34:11
7677,1561,TXN-001561,7,125,SKU-00125,GreenFields Apples,Produce,9.57,9.57,3,28.71,28.71,0.0,8.0,2.3,,2024-01-20 18:34:11
7678,1561,TXN-001561,8,62,SKU-00062,SparklePro Trash Bags,Household,4.42,4.2,1,4.42,4.2,0.22,8.0,0.34,WEEKEND5,2024-01-20 18:34:11
7679,1561,TXN-001561,9,32,SKU-00032,GoldenLoaf Croissant,Bakery,44.22,42.01,1,44.22,42.01,2.21,8.0,3.36,WEEKEND5,2024-01-20 18:34:11
7680,1562,TXN-001562,1,46,SKU-00046,ThirstQuench Apple Juice,Beverages,43.06,43.06,3,129.18,129.18,0.0,8.0,10.33,,2024-03-14 15:57:02
7681,1562,TXN-001562,2,147,SKU-00147,ThirstQuench Orange Juice,Beverages,11.76,11.76,3,35.28,35.28,0.0,8.0,2.82,,2024-03-14 15:57:02
7682,1562,TXN-001562,3,85,SKU-00085,PureGlow Body Wash,Personal Care,29.36,27.89,2,58.72,55.78,2.94,8.0,4.46,BULK5,2024-03-14 15:57:02
7683,1562,TXN-001562,4,33,SKU-00033,GoldenLoaf White Bread,Bakery,21.53,21.53,2,43.06,43.06,0.0,8.0,3.44,,2024-03-14 15:57:02
7684,1562,TXN-001562,5,138,SKU-00138,BlueOcean Fish Fingers,Seafood,71.21,71.21,1,71.21,71.21,0.0,8.0,5.7,,2024-03-14 15:57:02
7685,1562,TXN-001562,6,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,16.23,4,64.92,64.92,0.0,8.0,5.19,,2024-03-14 15:57:02
7686,1562,TXN-001562,7,12,SKU-00012,PureGlow Toothpaste,Personal Care,9.77,9.77,2,19.54,19.54,0.0,8.0,1.56,,2024-03-14 15:57:02
7687,1563,TXN-001563,1,96,SKU-00096,FarmHouse Yogurt,Dairy,4.82,4.82,1,4.82,4.82,0.0,8.0,0.39,,2025-05-18 19:05:32
7688,1563,TXN-001563,2,139,SKU-00139,MilkyWay Milk,Dairy,14.95,12.71,3,44.85,38.13,6.72,8.0,3.05,MEMBER15,2025-05-18 19:05:32
7689,1563,TXN-001563,3,129,SKU-00129,CitrusBurst Apple Juice,Beverages,30.45,24.36,1,30.45,24.36,6.09,8.0,1.95,FLASH20,2025-05-18 19:05:32
7690,1563,TXN-001563,4,6,SKU-00006,GoldenLoaf White Bread,Bakery,26.17,26.17,1,26.17,26.17,0.0,8.0,2.09,,2025-05-18 19:05:32
7691,1563,TXN-001563,5,11,SKU-00011,CleanHome Paper Towels,Household,14.55,14.55,2,29.1,29.1,0.0,8.0,2.33,,2025-05-18 19:05:32
7692,1564,TXN-001564,1,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,1,2.39,2.39,0.0,8.0,0.19,,2024-09-17 19:49:15
7693,1564,TXN-001564,2,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,16.23,2,32.46,32.46,0.0,8.0,2.6,,2024-09-17 19:49:15
7694,1564,TXN-001564,3,28,SKU-00028,CitrusBurst Cola,Beverages,1.25,1.25,3,3.75,3.75,0.0,8.0,0.3,,2024-09-17 19:49:15
7695,1564,TXN-001564,4,106,SKU-00106,ThirstQuench Green Tea,Beverages,5.43,5.16,1,5.43,5.16,0.27,8.0,0.41,BULK5,2024-09-17 19:49:15
7696,1564,TXN-001564,5,82,SKU-00082,CrunchyBite Trail Mix,Snacks,3.36,3.36,4,13.44,13.44,0.0,8.0,1.08,,2024-09-17 19:49:15
7697,1564,TXN-001564,6,114,SKU-00114,FrostyFoods Frozen Pizza,Frozen,35.1,35.1,1,35.1,35.1,0.0,8.0,2.81,,2024-09-17 19:49:15
7698,1565,TXN-001565,1,125,SKU-00125,GreenFields Apples,Produce,9.57,9.57,4,38.28,38.28,0.0,8.0,3.06,,2024-10-13 18:02:52
7699,1565,TXN-001565,2,100,SKU-00100,SnackTime Biscuits,Snacks,29.48,23.58,2,58.96,47.16,11.8,8.0,3.77,FLASH20,2024-10-13 18:02:52
7700,1565,TXN-001565,3,4,SKU-00004,GoldenLoaf Croissant,Bakery,34.9,34.9,2,69.8,69.8,0.0,8.0,5.58,,2024-10-13 18:02:52
7701,1565,TXN-001565,4,21,SKU-00021,SeaHarvest Prawns,Seafood,41.36,41.36,1,41.36,41.36,0.0,8.0,3.31,,2024-10-13 18:02:52
7702,1565,TXN-001565,5,58,SKU-00058,GardenFresh Tomatoes,Produce,16.74,16.74,4,66.96,66.96,0.0,8.0,5.36,,2024-10-13 18:02:52
7703,1565,TXN-001565,6,31,SKU-00031,FrostyFoods Frozen Peas,Frozen,28.96,28.96,1,28.96,28.96,0.0,8.0,2.32,,2024-10-13 18:02:52
7704,1565,TXN-001565,7,14,SKU-00014,CleanHome Paper Towels,Household,29.38,29.38,1,29.38,29.38,0.0,8.0,2.35,,2024-10-13 18:02:52
7705,1565,TXN-001565,8,130,SKU-00130,ButcherSelect Minced Beef,Meat,41.12,39.06,2,82.24,78.12,4.12,8.0,6.25,WEEKEND5,2024-10-13 18:02:52
7706,1565,TXN-001565,9,47,SKU-00047,SeaHarvest Fish Fingers,Seafood,34.55,34.55,1,34.55,34.55,0.0,8.0,2.76,,2024-10-13 18:02:52
7707,1566,TXN-001566,1,148,SKU-00148,SnackTime Trail Mix,Snacks,2.22,2.22,4,8.88,8.88,0.0,8.0,0.71,,2024-04-25 12:56:58
7708,1566,TXN-001566,2,33,SKU-00033,GoldenLoaf White Bread,Bakery,21.53,20.45,3,64.59,61.35,3.24,8.0,4.91,BULK5,2024-04-25 12:56:58
7709,1566,TXN-001566,3,7,SKU-00007,CitrusBurst Orange Juice,Beverages,42.84,42.84,1,42.84,42.84,0.0,8.0,3.43,,2024-04-25 12:56:58
7710,1566,TXN-001566,4,34,SKU-00034,HappySnacks Potato Chips,Snacks,18.55,17.62,2,37.1,35.24,1.86,8.0,2.82,BULK5,2024-04-25 12:56:58
7711,1566,TXN-001566,5,51,SKU-00051,GardenFresh Apples,Produce,27.72,27.72,4,110.88,110.88,0.0,8.0,8.87,,2024-04-25 12:56:58
7712,1567,TXN-001567,1,98,SKU-00098,MeadowFresh Yogurt,Dairy,28.67,28.67,3,86.01,86.01,0.0,8.0,6.88,,2025-03-07 19:11:46
7713,1567,TXN-001567,2,127,SKU-00127,HarmonyCare Body Wash,Personal Care,18.2,18.2,2,36.4,36.4,0.0,8.0,2.91,,2025-03-07 19:11:46
7714,1567,TXN-001567,3,46,SKU-00046,ThirstQuench Apple Juice,Beverages,43.06,43.06,2,86.12,86.12,0.0,8.0,6.89,,2025-03-07 19:11:46
7715,1567,TXN-001567,4,145,SKU-00145,GreenFields Tomatoes,Produce,1.24,1.24,2,2.48,2.48,0.0,8.0,0.2,,2025-03-07 19:11:46
7716,1567,TXN-001567,5,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,3,7.17,7.17,0.0,8.0,0.57,,2025-03-07 19:11:46
7717,1567,TXN-001567,6,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.99,2,31.98,31.98,0.0,8.0,2.56,,2025-03-07 19:11:46
7718,1567,TXN-001567,7,20,SKU-00020,FarmHouse Yogurt,Dairy,26.18,24.87,3,78.54,74.61,3.93,8.0,5.97,BULK5,2025-03-07 19:11:46
7719,1568,TXN-001568,1,107,SKU-00107,GardenFresh Lettuce,Produce,16.85,16.85,2,33.7,33.7,0.0,8.0,2.7,,2025-05-15 15:38:54
7720,1568,TXN-001568,2,22,SKU-00022,HarmonyCare Hand Soap,Personal Care,8.99,8.99,2,17.98,17.98,0.0,8.0,1.44,,2025-05-15 15:38:54
7721,1568,TXN-001568,3,146,SKU-00146,SnackTime Trail Mix,Snacks,11.07,11.07,1,11.07,11.07,0.0,8.0,0.89,,2025-05-15 15:38:54
7722,1568,TXN-001568,4,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,33.49,4,133.96,133.96,0.0,8.0,10.72,,2025-05-15 15:38:54
7723,1568,TXN-001568,5,91,SKU-00091,PrimeChoice Chicken Breast,Meat,28.49,28.49,2,56.98,56.98,0.0,8.0,4.56,,2025-05-15 15:38:54
7724,1568,TXN-001568,6,11,SKU-00011,CleanHome Paper Towels,Household,14.55,14.55,1,14.55,14.55,0.0,8.0,1.16,,2025-05-15 15:38:54
7725,1568,TXN-001568,7,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,16.23,3,48.69,48.69,0.0,8.0,3.9,,2025-05-15 15:38:54
7726,1569,TXN-001569,1,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,12.79,1,15.99,12.79,3.2,8.0,1.02,FLASH20,2025-02-23 14:02:23
7727,1569,TXN-001569,2,6,SKU-00006,GoldenLoaf White Bread,Bakery,26.17,26.17,3,78.51,78.51,0.0,8.0,6.28,,2025-02-23 14:02:23
7728,1569,TXN-001569,3,24,SKU-00024,CoolSip Green Tea,Beverages,19.13,19.13,4,76.52,76.52,0.0,8.0,6.12,,2025-02-23 14:02:23
7729,1569,TXN-001569,4,126,SKU-00126,ThirstQuench Orange Juice,Beverages,25.36,24.09,2,50.72,48.18,2.54,8.0,3.85,WEEKEND5,2025-02-23 14:02:23
7730,1569,TXN-001569,5,106,SKU-00106,ThirstQuench Green Tea,Beverages,5.43,5.43,1,5.43,5.43,0.0,8.0,0.43,,2025-02-23 14:02:23
7731,1569,TXN-001569,6,121,SKU-00121,GardenFresh Apples,Produce,7.48,7.48,2,14.96,14.96,0.0,8.0,1.2,,2025-02-23 14:02:23
7732,1569,TXN-001569,7,96,SKU-00096,FarmHouse Yogurt,Dairy,4.82,4.82,1,4.82,4.82,0.0,8.0,0.39,,2025-02-23 14:02:23
7733,1569,TXN-001569,8,149,SKU-00149,CoolSip Apple Juice,Beverages,4.29,4.08,4,17.16,16.32,0.84,8.0,1.31,WEEKEND5,2025-02-23 14:02:23
7734,1569,TXN-001569,9,116,SKU-00116,FrostyFoods Fish Fillets,Frozen,9.93,9.93,1,9.93,9.93,0.0,8.0,0.79,,2025-02-23 14:02:23
7735,1570,TXN-001570,1,117,SKU-00117,FrostyFoods Fish Fillets,Frozen,15.66,15.66,2,31.32,31.32,0.0,8.0,2.51,,2024-10-01 14:15:13
7736,1570,TXN-001570,2,15,SKU-00015,CleanHome Trash Bags,Household,25.44,24.17,1,25.44,24.17,1.27,8.0,1.93,BULK5,2024-10-01 14:15:13
7737,1570,TXN-001570,3,7,SKU-00007,CitrusBurst Orange Juice,Beverages,42.84,42.84,1,42.84,42.84,0.0,8.0,3.43,,2024-10-01 14:15:13
7738,1570,TXN-001570,4,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.99,3,47.97,47.97,0.0,8.0,3.84,,2024-10-01 14:15:13
7739,1571,TXN-001571,1,134,SKU-00134,HarmonyCare Body Wash,Personal Care,8.59,8.59,2,17.18,17.18,0.0,8.0,1.37,,2024-06-01 20:00:45
7740,1571,TXN-001571,2,130,SKU-00130,ButcherSelect Minced Beef,Meat,41.12,34.95,2,82.24,69.9,12.34,8.0,5.59,MEMBER15,2024-06-01 20:00:45
7741,1571,TXN-001571,3,65,SKU-00065,ButcherSelect Pork Chops,Meat,33.12,33.12,2,66.24,66.24,0.0,8.0,5.3,,2024-06-01 20:00:45
7742,1571,TXN-001571,4,139,SKU-00139,MilkyWay Milk,Dairy,14.95,12.71,3,44.85,38.13,6.72,8.0,3.05,MEMBER15,2024-06-01 20:00:45
7743,1571,TXN-001571,5,114,SKU-00114,FrostyFoods Frozen Pizza,Frozen,35.1,35.1,3,105.3,105.3,0.0,8.0,8.42,,2024-06-01 20:00:45
7744,1571,TXN-001571,6,93,SKU-00093,FrostyFoods Fish Fillets,Frozen,8.17,8.17,3,24.51,24.51,0.0,8.0,1.96,,2024-06-01 20:00:45
7745,1571,TXN-001571,7,28,SKU-00028,CitrusBurst Cola,Beverages,1.25,1.25,1,1.25,1.25,0.0,8.0,0.1,,2024-06-01 20:00:45
7746,1571,TXN-001571,8,26,SKU-00026,FarmHouse Milk,Dairy,6.78,6.78,2,13.56,13.56,0.0,8.0,1.08,,2024-06-01 20:00:45
7747,1572,TXN-001572,1,20,SKU-00020,FarmHouse Yogurt,Dairy,26.18,26.18,2,52.36,52.36,0.0,8.0,4.19,,2024-03-19 14:31:40
7748,1572,TXN-001572,2,51,SKU-00051,GardenFresh Apples,Produce,27.72,27.72,2,55.44,55.44,0.0,8.0,4.44,,2024-03-19 14:31:40
7749,1572,TXN-001572,3,101,SKU-00101,SparklePro Dishwashing Liquid,Household,24.88,24.88,1,24.88,24.88,0.0,8.0,1.99,,2024-03-19 14:31:40
7750,1572,TXN-001572,4,24,SKU-00024,CoolSip Green Tea,Beverages,19.13,19.13,4,76.52,76.52,0.0,8.0,6.12,,2024-03-19 14:31:40
7751,1573,TXN-001573,1,81,SKU-00081,ThirstQuench Cola,Beverages,37.45,37.45,3,112.35,112.35,0.0,8.0,8.99,,2024-12-11 17:28:00
7752,1573,TXN-001573,2,122,SKU-00122,PureGlow Shampoo,Personal Care,25.27,25.27,1,25.27,25.27,0.0,8.0,2.02,,2024-12-11 17:28:00
7753,1573,TXN-001573,3,70,SKU-00070,HappySnacks Trail Mix,Snacks,27.28,27.28,2,54.56,54.56,0.0,8.0,4.36,,2024-12-11 17:28:00
7754,1574,TXN-001574,1,150,SKU-00150,HarmonyCare Body Wash,Personal Care,36.65,36.65,2,73.3,73.3,0.0,8.0,5.86,,2025-01-23 14:13:28
7755,1574,TXN-001574,2,21,SKU-00021,SeaHarvest Prawns,Seafood,41.36,41.36,3,124.08,124.08,0.0,8.0,9.93,,2025-01-23 14:13:28
7756,1574,TXN-001574,3,67,SKU-00067,SeaHarvest Prawns,Seafood,23.9,23.9,3,71.7,71.7,0.0,8.0,5.74,,2025-01-23 14:13:28
7757,1574,TXN-001574,4,58,SKU-00058,GardenFresh Tomatoes,Produce,16.74,16.74,1,16.74,16.74,0.0,8.0,1.34,,2025-01-23 14:13:28
7758,1574,TXN-001574,5,37,SKU-00037,BlueOcean Salmon Fillet,Seafood,50.04,50.04,2,100.08,100.08,0.0,8.0,8.01,,2025-01-23 14:13:28
7759,1574,TXN-001574,6,60,SKU-00060,PureGlow Shampoo,Personal Care,56.7,56.7,1,56.7,56.7,0.0,8.0,4.54,,2025-01-23 14:13:28
7760,1574,TXN-001574,7,39,SKU-00039,FrostyFoods Ice Cream,Frozen,2.42,2.42,1,2.42,2.42,0.0,8.0,0.19,,2025-01-23 14:13:28
7761,1575,TXN-001575,1,71,SKU-00071,ButcherSelect Pork Chops,Meat,32.36,32.36,2,64.72,64.72,0.0,8.0,5.18,,2024-04-30 15:16:50
