sale_item_id,sale_id,product_id,line_number,base_unit_price,sale_unit_price,quantity,line_base_amount,line_sale_amount,line_discount_amount,tax_rate_pct,tax_amount,promotion_code,created_at
12623,2566,17,3,18.3,17.39,2,36.6,34.78,1.82,8,2.78,WEEKEND5,19/10/2024 16:21
12624,2566,75,4,21.35,21.35,3,64.05,64.05,0,8,5.12,,19/10/2024 16:21
12625,2566,77,5,14.99,14.99,3,44.97,44.97,0,8,3.6,,19/10/2024 16:21
12626,2566,43,6,64.95,61.7,2,129.9,123.4,6.5,8,9.87,WEEKEND5,19/10/2024 16:21
12627,2566,48,7,20.57,20.57,2,41.14,41.14,0,8,3.29,,19/10/2024 16:21
12628,2566,44,8,16.23,16.23,2,32.46,32.46,0,8,2.6,,19/10/2024 16:21
12629,2567,115,1,2.28,2.28,1,2.28,2.28,0,8,0.18,,13/11/2024 21:53
12630,2567,76,2,52.38,52.38,1,52.38,52.38,0,8,4.19,,13/11/2024 21:53
12631,2567,136,3,12.07,12.07,1,12.07,12.07,0,8,0.97,,13/11/2024 21:53
12632,2567,144,4,23.78,23.78,3,71.34,71.34,0,8,5.71,,13/11/2024 21:53
12633,2567,103,5,31.2,31.2,2,62.4,62.4,0,8,4.99,,13/11/2024 21:53
12634,2568,102,1,3.07,3.07,2,6.14,6.14,0,8,0.49,,11/2/2025 14:55
12635,2568,54,2,33.21,33.21,2,66.42,66.42,0,8,5.31,,11/2/2025 14:55
12636,2568,129,3,30.45,30.45,2,60.9,60.9,0,8,4.87,,11/2/2025 14:55
12637,2568,10,4,28.73,28.73,2,57.46,57.46,0,8,4.6,,11/2/2025 14:55
12638,2568,106,5,5.43,5.16,4,21.72,20.64,1.08,8,1.65,BULK5,11/2/2025 14:55
12639,2568,145,6,1.24,1.18,2,2.48,2.36,0.12,8,0.19,BULK5,11/2/2025 14:55
12640,2569,56,1,11.4,11.4,1,11.4,11.4,0,8,0.91,,16/10/2024 12:28
12641,2569,147,2,11.76,11.17,2,23.52,22.34,1.18,8,1.79,BULK5,16/10/2024 12:28
12642,2569,130,3,41.12,41.12,2,82.24,82.24,0,8,6.58,,16/10/2024 12:28
12643,2569,55,4,45.01,42.76,2,90.02,85.52,4.5,8,6.84,BULK5,16/10/2024 12:28
12644,2569,120,5,23.58,23.58,1,23.58,23.58,0,8,1.89,,16/10/2024 12:28
12645,2570,142,1,4.02,3.82,1,4.02,3.82,0.2,8,0.31,BULK5,24/2/2025 16:08
12646,2570,3,2,17.16,16.3,3,51.48,48.9,2.58,8,3.91,BULK5,24/2/2025 16:08
12647,2570,80,3,4.51,4.28,2,9.02,8.56,0.46,8,0.68,BULK5,24/2/2025 16:08
12648,2570,116,4,9.93,9.43,1,9.93,9.43,0.5,8,0.75,BULK5,24/2/2025 16:08
12649,2570,28,5,1.25,1.25,4,5,5,0,8,0.4,,24/2/2025 16:08
12650,2570,34,6,18.55,18.55,4,74.2,74.2,0,8,5.94,,24/2/2025 16:08
12651,2570,82,7,3.36,3.36,4,13.44,13.44,0,8,1.08,,24/2/2025 16:08
12652,2571,53,1,18.99,18.04,3,56.97,54.12,2.85,8,4.33,BULK5,27/2/2024 18:29
12653,2571,122,2,25.27,25.27,2,50.54,50.54,0,8,4.04,,27/2/2024 18:29
12654,2571,100,3,29.48,29.48,3,88.44,88.44,0,8,7.08,,27/2/2024 18:29
12655,2571,52,4,32.98,32.98,3,98.94,98.94,0,8,7.92,,27/2/2024 18:29
12656,2572,46,1,43.06,43.06,2,86.12,86.12,0,8,6.89,,27/6/2024 16:45
12657,2572,32,2,44.22,44.22,1,44.22,44.22,0,8,3.54,,27/6/2024 16:45
12658,2572,78,3,52.88,52.88,1,52.88,52.88,0,8,4.23,,27/6/2024 16:45
12659,2573,83,1,19.2,19.2,2,38.4,38.4,0,8,3.07,,11/1/2025 8:57
12660,2573,62,2,4.42,3.76,1,4.42,3.76,0.66,8,0.3,MEMBER15,11/1/2025 8:57
12661,2573,49,3,5.85,5.85,4,23.4,23.4,0,8,1.87,,11/1/2025 8:57
12662,2573,38,4,21.83,21.83,2,43.66,43.66,0,8,3.49,,11/1/2025 8:57
12663,2573,59,5,9.75,9.75,1,9.75,9.75,0,8,0.78,,11/1/2025 8:57
12664,2573,77,6,14.99,12.74,4,59.96,50.96,9,8,4.08,MEMBER15,11/1/2025 8:57
12665,2573,112,7,26.45,26.45,1,26.45,26.45,0,8,2.12,,11/1/2025 8:57
12666,2573,97,8,5.37,5.37,3,16.11,16.11,0,8,1.29,,11/1/2025 8:57
12667,2573,41,9,20.31,20.31,2,40.62,40.62,0,8,3.25,,11/1/2025 8:57
12668,2574,144,1,23.78,23.78,3,71.34,71.34,0,8,5.71,,3/1/2024 12:30
12669,2574,28,2,1.25,1.19,2,2.5,2.38,0.12,8,0.19,BULK5,3/1/2024 12:30
12670,2574,61,3,19.69,19.69,1,19.69,19.69,0,8,1.58,,3/1/2024 12:30
12671,2575,112,1,26.45,26.45,1,26.45,26.45,0,8,2.12,,7/2/2025 15:42
12672,2575,40,2,3.29,3.13,1,3.29,3.13,0.16,8,0.25,BULK5,7/2/2025 15:42
12673,2575,116,3,9.93,9.43,1,9.93,9.43,0.5,8,0.75,BULK5,7/2/2025 15:42
12674,2576,148,1,2.22,2.22,2,4.44,4.44,0,8,0.36,,8/8/2024 17:36
12675,2576,114,2,35.1,33.34,4,140.4,133.36,7.04,8,10.67,BULK5,8/8/2024 17:36
12676,2576,126,3,25.36,25.36,2,50.72,50.72,0,8,4.06,,8/8/2024 17:36
12677,2576,22,4,8.99,8.99,2,17.98,17.98,0,8,1.44,,8/8/2024 17:36
12678,2576,111,5,10.39,10.39,1,10.39,10.39,0,8,0.83,,8/8/2024 17:36
12679,2576,72,6,34.87,34.87,3,104.61,104.61,0,8,8.37,,8/8/2024 17:36
12680,2577,123,1,32.48,32.48,2,64.96,64.96,0,8,5.2,,3/1/2025 18:52
12681,2577,5,2,1.64,1.64,2,3.28,3.28,0,8,0.26,,3/1/2025 18:52
12682,2577,141,3,33.49,33.49,1,33.49,33.49,0,8,2.68,,3/1/2025 18:52
12683,2578,58,1,16.74,14.23,2,33.48,28.46,5.02,8,2.28,MEMBER15,12/1/2025 22:22
12684,2578,81,2,37.45,33.71,2,74.9,67.42,7.48,8,5.39,PROMO10,12/1/2025 22:22
12685,2578,104,3,11.66,11.66,1,11.66,11.66,0,8,0.93,,12/1/2025 22:22
12686,2578,146,4,11.07,11.07,2,22.14,22.14,0,8,1.77,,12/1/2025 22:22
12687,2579,86,1,6.05,6.05,2,12.1,12.1,0,8,0.97,,15/2/2025 16:23
12688,2579,55,2,45.01,42.76,2,90.02,85.52,4.5,8,6.84,WEEKEND5,15/2/2025 16:23
12689,2579,148,3,2.22,2.22,2,4.44,4.44,0,8,0.36,,15/2/2025 16:23
12690,2579,57,4,31.56,31.56,1,31.56,31.56,0,8,2.52,,15/2/2025 16:23
12691,2579,115,5,2.28,2.28,3,6.84,6.84,0,8,0.55,,15/2/2025 16:23
12692,2579,9,6,29.63,29.63,2,59.26,59.26,0,8,4.74,,15/2/2025 16:23
12693,2579,84,7,34.15,34.15,3,102.45,102.45,0,8,8.2,,15/2/2025 16:23
12694,2579,146,8,11.07,10.52,4,44.28,42.08,2.2,8,3.37,WEEKEND5,15/2/2025 16:23
12695,2579,99,9,32.85,27.92,3,98.55,83.76,14.79,8,6.7,MEMBER15,15/2/2025 16:23
12696,2580,9,1,29.63,25.19,2,59.26,50.38,8.88,8,4.03,MEMBER15,24/5/2025 17:46
12697,2580,106,2,5.43,5.43,1,5.43,5.43,0,8,0.43,,24/5/2025 17:46
12698,2580,19,3,10.15,9.64,3,30.45,28.92,1.53,8,2.31,WEEKEND5,24/5/2025 17:46
12699,2580,44,4,16.23,16.23,3,48.69,48.69,0,8,3.9,,24/5/2025 17:46
12700,2580,90,5,22.17,22.17,1,22.17,22.17,0,8,1.77,,24/5/2025 17:46
12701,2580,145,6,1.24,1.05,3,3.72,3.15,0.57,8,0.25,MEMBER15,24/5/2025 17:46
12702,2580,52,7,32.98,32.98,1,32.98,32.98,0,8,2.64,,24/5/2025 17:46
12703,2581,124,1,41.98,39.88,1,41.98,39.88,2.1,8,3.19,WEEKEND5,14/4/2024 11:26
12704,2581,78,2,52.88,50.24,2,105.76,100.48,5.28,8,8.04,WEEKEND5,14/4/2024 11:26
12705,2581,126,3,25.36,20.29,3,76.08,60.87,15.21,8,4.87,FLASH20,14/4/2024 11:26
12706,2581,120,4,23.58,22.4,1,23.58,22.4,1.18,8,1.79,WEEKEND5,14/4/2024 11:26
12707,2581,128,5,12.47,12.47,2,24.94,24.94,0,8,2,,14/4/2024 11:26
12708,2582,87,1,1.89,1.89,1,1.89,1.89,0,8,0.15,,19/10/2024 8:15
12709,2582,52,2,32.98,29.68,1,32.98,29.68,3.3,8,2.37,PROMO10,19/10/2024 8:15
12710,2582,102,3,3.07,2.92,1,3.07,2.92,0.15,8,0.23,WEEKEND5,19/10/2024 8:15
12711,2582,125,4,9.57,9.57,3,28.71,28.71,0,8,2.3,,19/10/2024 8:15
12712,2582,113,5,14.31,13.59,2,28.62,27.18,1.44,8,2.17,WEEKEND5,19/10/2024 8:15
12713,2583,134,1,8.59,8.59,1,8.59,8.59,0,8,0.69,,24/12/2024 18:12
12714,2583,9,2,29.63,28.15,1,29.63,28.15,1.48,8,2.25,BULK5,24/12/2024 18:12
12715,2583,13,3,35.09,35.09,1,35.09,35.09,0,8,2.81,,24/12/2024 18:12
12716,2583,89,4,25.96,25.96,3,77.88,77.88,0,8,6.23,,24/12/2024 18:12
12717,2583,118,5,13.27,12.61,2,26.54,25.22,1.32,8,2.02,BULK5,24/12/2024 18:12
12718,2584,51,1,27.72,27.72,3,83.16,83.16,0,8,6.65,,1/5/2025 21:16
12719,2584,2,2,24.41,24.41,1,24.41,24.41,0,8,1.95,,1/5/2025 21:16
12720,2584,52,3,32.98,32.98,3,98.94,98.94,0,8,7.92,,1/5/2025 21:16
12721,2585,135,1,15.99,12.79,4,63.96,51.16,12.8,8,4.09,FLASH20,21/1/2024 22:39
12722,2585,56,2,11.4,11.4,2,22.8,22.8,0,8,1.82,,21/1/2024 22:39
12723,2585,2,3,24.41,23.19,1,24.41,23.19,1.22,8,1.86,WEEKEND5,21/1/2024 22:39
12724,2585,106,4,5.43,5.43,2,10.86,10.86,0,8,0.87,,21/1/2024 22:39
12725,2585,48,5,20.57,19.54,1,20.57,19.54,1.03,8,1.56,WEEKEND5,21/1/2024 22:39
12726,2586,136,1,12.07,12.07,2,24.14,24.14,0,8,1.93,,22/4/2024 14:21
12727,2586,26,2,6.78,6.78,1,6.78,6.78,0,8,0.54,,22/4/2024 14:21
12728,2586,79,3,10.09,10.09,1,10.09,10.09,0,8,0.81,,22/4/2024 14:21
12729,2586,45,4,2.39,2.39,3,7.17,7.17,0,8,0.57,,22/4/2024 14:21
12730,2586,5,5,1.64,1.64,1,1.64,1.64,0,8,0.13,,22/4/2024 14:21
12731,2586,124,6,41.98,41.98,2,83.96,83.96,0,8,6.72,,22/4/2024 14:21
12732,2587,148,1,2.22,2.22,3,6.66,6.66,0,8,0.53,,25/2/2024 17:38
12733,2587,62,2,4.42,3.76,1,4.42,3.76,0.66,8,0.3,MEMBER15,25/2/2024 17:38
12734,2587,2,3,24.41,24.41,2,48.82,48.82,0,8,3.91,,25/2/2024 17:38
12735,2587,95,4,6.68,6.68,2,13.36,13.36,0,8,1.07,,25/2/2024 17:38
12736,2588,149,1,4.29,3.43,2,8.58,6.86,1.72,8,0.55,FLASH20,22/9/2024 20:19
12737,2588,34,2,18.55,17.62,2,37.1,35.24,1.86,8,2.82,WEEKEND5,22/9/2024 20:19
12738,2588,51,3,27.72,26.33,3,83.16,78.99,4.17,8,6.32,WEEKEND5,22/9/2024 20:19
12739,2588,133,4,21.12,17.95,2,42.24,35.9,6.34,8,2.87,MEMBER15,22/9/2024 20:19
12740,2588,135,5,15.99,14.39,1,15.99,14.39,1.6,8,1.15,PROMO10,22/9/2024 20:19
12741,2588,27,6,39.81,37.82,1,39.81,37.82,1.99,8,3.03,WEEKEND5,22/9/2024 20:19
12742,2588,6,7,26.17,24.86,1,26.17,24.86,1.31,8,1.99,WEEKEND5,22/9/2024 20:19
12743,2589,44,1,16.23,14.61,4,64.92,58.44,6.48,8,4.68,PROMO10,29/3/2025 16:18
12744,2589,90,2,22.17,22.17,1,22.17,22.17,0,8,1.77,,29/3/2025 16:18
12745,2589,100,3,29.48,29.48,2,58.96,58.96,0,8,4.72,,29/3/2025 16:18
12746,2589,146,4,11.07,10.52,2,22.14,21.04,1.1,8,1.68,WEEKEND5,29/3/2025 16:18
12747,2589,64,5,48.97,46.52,2,97.94,93.04,4.9,8,7.44,WEEKEND5,29/3/2025 16:18
12748,2589,52,6,32.98,32.98,1,32.98,32.98,0,8,2.64,,29/3/2025 16:18
12749,2589,5,7,1.64,1.56,2,3.28,3.12,0.16,8,0.25,WEEKEND5,29/3/2025 16:18
12750,2589,49,8,5.85,5.85,2,11.7,11.7,0,8,0.94,,29/3/2025 16:18
12751,2589,80,9,4.51,4.28,2,9.02,8.56,0.46,8,0.68,WEEKEND5,29/3/2025 16:18
12752,2590,138,1,71.21,67.65,2,142.42,135.3,7.12,8,10.82,BULK5,16/5/2025 20:20
12753,2590,101,2,24.88,24.88,2,49.76,49.76,0,8,3.98,,16/5/2025 20:20
12754,2590,77,3,14.99,14.24,1,14.99,14.24,0.75,8,1.14,BULK5,16/5/2025 20:20
12755,2590,125,4,9.57,9.09,1,9.57,9.09,0.48,8,0.73,BULK5,16/5/2025 20:20
12756,2590,135,5,15.99,15.99,2,31.98,31.98,0,8,2.56,,16/5/2025 20:20
12757,2590,9,6,29.63,28.15,2,59.26,56.3,2.96,8,4.5,BULK5,16/5/2025 20:20
12758,2591,28,1,1.25,1.19,2,2.5,2.38,0.12,8,0.19,BULK5,17/4/2024 15:43
12759,2591,73,2,16.74,16.74,2,33.48,33.48,0,8,2.68,,17/4/2024 15:43
12760,2591,44,3,16.23,16.23,1,16.23,16.23,0,8,1.3,,17/4/2024 15:43
12761,2592,24,1,19.13,19.13,1,19.13,19.13,0,8,1.53,,26/9/2024 12:09
12762,2592,15,2,25.44,25.44,2,50.88,50.88,0,8,4.07,,26/9/2024 12:09
12763,2592,2,3,24.41,23.19,2,48.82,46.38,2.44,8,3.71,BULK5,26/9/2024 12:09
12764,2592,140,4,38.31,38.31,2,76.62,76.62,0,8,6.13,,26/9/2024 12:09
12765,2592,80,5,4.51,4.51,4,18.04,18.04,0,8,1.44,,26/9/2024 12:09
12766,2592,70,6,27.28,25.92,1,27.28,25.92,1.36,8,2.07,BULK5,26/9/2024 12:09
12767,2592,137,7,14.84,14.84,1,14.84,14.84,0,8,1.19,,26/9/2024 12:09
12768,2593,103,1,31.2,29.64,2,62.4,59.28,3.12,8,4.74,BULK5,9/4/2025 17:44
12769,2593,61,2,19.69,19.69,1,19.69,19.69,0,8,1.58,,9/4/2025 17:44
12770,2593,135,3,15.99,15.99,4,63.96,63.96,0,8,5.12,,9/4/2025 17:44
12771,2593,147,4,11.76,11.17,1,11.76,11.17,0.59,8,0.89,BULK5,9/4/2025 17:44
12772,2594,92,1,4.93,4.93,1,4.93,4.93,0,8,0.39,,28/9/2024 15:04
12773,2594,34,2,18.55,18.55,1,18.55,18.55,0,8,1.48,,28/9/2024 15:04
12774,2594,142,3,4.02,3.42,3,12.06,10.26,1.8,8,0.82,MEMBER15,28/9/2024 15:04
12775,2594,11,4,14.55,14.55,1,14.55,14.55,0,8,1.16,,28/9/2024 15:04
12776,2594,115,5,2.28,2.28,3,6.84,6.84,0,8,0.55,,28/9/2024 15:04
12777,2594,15,6,25.44,25.44,2,50.88,50.88,0,8,4.07,,28/9/2024 15:04
12778,2595,106,1,5.43,5.43,1,5.43,5.43,0,8,0.43,,18/3/2024 17:23
12779,2595,23,2,16.85,16.85,3,50.55,50.55,0,8,4.04,,18/3/2024 17:23
12780,2595,107,3,16.85,16.01,1,16.85,16.01,0.84,8,1.28,BULK5,18/3/2024 17:23
12781,2595,61,4,19.69,19.69,3,59.07,59.07,0,8,4.73,,18/3/2024 17:23
12782,2595,80,5,4.51,4.51,1,4.51,4.51,0,8,0.36,,18/3/2024 17:23
12783,2595,87,6,1.89,1.89,2,3.78,3.78,0,8,0.3,,18/3/2024 17:23
12784,2595,36,7,35.49,35.49,2,70.98,70.98,0,8,5.68,,18/3/2024 17:23
12785,2596,98,1,28.67,28.67,2,57.34,57.34,0,8,4.59,,2/9/2024 16:06
12786,2596,59,2,9.75,9.26,1,9.75,9.26,0.49,8,0.74,BULK5,2/9/2024 16:06
12787,2596,141,3,33.49,31.82,5,167.45,159.1,8.35,8,12.73,BULK5,2/9/2024 16:06
12788,2596,50,4,3.43,3.26,4,13.72,13.04,0.68,8,1.04,BULK5,2/9/2024 16:06
12789,2596,68,5,17.85,17.85,2,35.7,35.7,0,8,2.86,,2/9/2024 16:06
12790,2596,70,6,27.28,27.28,1,27.28,27.28,0,8,2.18,,2/9/2024 16:06
12791,2597,81,1,37.45,37.45,3,112.35,112.35,0,8,8.99,,20/5/2024 22:55
12792,2597,43,2,64.95,61.7,2,129.9,123.4,6.5,8,9.87,BULK5,20/5/2024 22:55
12793,2597,63,3,7.17,7.17,2,14.34,14.34,0,8,1.15,,20/5/2024 22:55
12794,2597,5,4,1.64,1.56,1,1.64,1.56,0.08,8,0.12,BULK5,20/5/2024 22:55
12795,2597,22,5,8.99,8.99,2,17.98,17.98,0,8,1.44,,20/5/2024 22:55
12796,2597,107,6,16.85,16.85,2,33.7,33.7,0,8,2.7,,20/5/2024 22:55
12797,2597,147,7,11.76,11.76,1,11.76,11.76,0,8,0.94,,20/5/2024 22:55
12798,2598,122,1,25.27,24.01,1,25.27,24.01,1.26,8,1.92,BULK5,29/10/2024 12:26
12799,2598,80,2,4.51,4.51,1,4.51,4.51,0,8,0.36,,29/10/2024 12:26
12800,2598,120,3,23.58,22.4,3,70.74,67.2,3.54,8,5.38,BULK5,29/10/2024 12:26
12801,2599,137,1,14.84,14.84,1,14.84,14.84,0,8,1.19,,6/5/2025 21:42
12802,2599,23,2,16.85,16.01,1,16.85,16.01,0.84,8,1.28,BULK5,6/5/2025 21:42
12803,2599,2,3,24.41,24.41,3,73.23,73.23,0,8,5.86,,6/5/2025 21:42
12804,2600,119,1,4.45,4.23,4,17.8,16.92,0.88,8,1.35,BULK5,27/6/2024 20:57
12805,2600,26,2,6.78,6.78,3,20.34,20.34,0,8,1.63,,27/6/2024 20:57
12806,2600,55,3,45.01,42.76,2,90.02,85.52,4.5,8,6.84,BULK5,27/6/2024 20:57
12807,2600,141,4,33.49,33.49,1,33.49,33.49,0,8,2.68,,27/6/2024 20:57
12808,2601,14,1,29.38,29.38,1,29.38,29.38,0,8,2.35,,17/8/2024 11:00
12809,2601,125,2,9.57,9.09,3,28.71,27.27,1.44,8,2.18,WEEKEND5,17/8/2024 11:00
12810,2601,85,3,29.36,29.36,1,29.36,29.36,0,8,2.35,,17/8/2024 11:00
12811,2601,139,4,14.95,14.95,1,14.95,14.95,0,8,1.2,,17/8/2024 11:00
12812,2601,101,5,24.88,21.15,2,49.76,42.3,7.46,8,3.38,MEMBER15,17/8/2024 11:00
12813,2601,46,6,43.06,34.45,3,129.18,103.35,25.83,8,8.27,FLASH20,17/8/2024 11:00
12814,2602,74,1,7.31,6.94,4,29.24,27.76,1.48,8,2.22,BULK5,9/8/2024 12:23
12815,2602,106,2,5.43,5.43,2,10.86,10.86,0,8,0.87,,9/8/2024 12:23
12816,2602,53,3,18.99,18.99,1,18.99,18.99,0,8,1.52,,9/8/2024 12:23
12817,2603,42,1,12.73,12.73,2,25.46,25.46,0,8,2.04,,10/5/2024 10:26
12818,2603,117,2,15.66,15.66,4,62.64,62.64,0,8,5.01,,10/5/2024 10:26
12819,2604,87,1,1.89,1.8,2,3.78,3.6,0.18,8,0.29,BULK5,12/11/2024 11:07
12820,2604,73,2,16.74,16.74,2,33.48,33.48,0,8,2.68,,12/11/2024 11:07
12821,2605,22,1,8.99,8.99,2,17.98,17.98,0,8,1.44,,3/3/2025 11:48
12822,2605,9,2,29.63,29.63,2,59.26,59.26,0,8,4.74,,3/3/2025 11:48
12823,2605,33,3,21.53,21.53,1,21.53,21.53,0,8,1.72,,3/3/2025 11:48
12824,2605,91,4,28.49,28.49,1,28.49,28.49,0,8,2.28,,3/3/2025 11:48
12825,2606,51,1,27.72,26.33,4,110.88,105.32,5.56,8,8.43,BULK5,20/8/2024 11:22
12826,2606,87,2,1.89,1.89,2,3.78,3.78,0,8,0.3,,20/8/2024 11:22
12827,2606,8,3,18.08,17.18,1,18.08,17.18,0.9,8,1.37,BULK5,20/8/2024 11:22
12828,2607,77,1,14.99,14.24,4,59.96,56.96,3,8,4.56,WEEKEND5,26/5/2024 11:37
12829,2607,18,2,9.35,8.88,2,18.7,17.76,0.94,8,1.42,WEEKEND5,26/5/2024 11:37
12830,2607,128,3,12.47,10.6,3,37.41,31.8,5.61,8,2.54,MEMBER15,26/5/2024 11:37
12831,2607,59,4,9.75,9.75,2,19.5,19.5,0,8,1.56,,26/5/2024 11:37
12832,2607,81,5,37.45,29.96,3,112.35,89.88,22.47,8,7.19,FLASH20,26/5/2024 11:37
12833,2607,5,6,1.64,1.39,4,6.56,5.56,1,8,0.44,MEMBER15,26/5/2024 11:37
12834,2607,108,7,53.8,51.11,1,53.8,51.11,2.69,8,4.09,WEEKEND5,26/5/2024 11:37
12835,2608,58,1,16.74,16.74,2,33.48,33.48,0,8,2.68,,8/3/2024 18:02
12836,2608,24,2,19.13,19.13,2,38.26,38.26,0,8,3.06,,8/3/2024 18:02
12837,2608,15,3,25.44,24.17,2,50.88,48.34,2.54,8,3.87,BULK5,8/3/2024 18:02
12838,2609,143,1,17.09,17.09,2,34.18,34.18,0,8,2.73,,2/9/2024 13:11
12839,2609,82,2,3.36,3.36,2,6.72,6.72,0,8,0.54,,2/9/2024 13:11
12840,2609,100,3,29.48,29.48,3,88.44,88.44,0,8,7.08,,2/9/2024 13:11
12841,2609,125,4,9.57,9.57,3,28.71,28.71,0,8,2.3,,2/9/2024 13:11
12842,2609,88,5,45.96,45.96,1,45.96,45.96,0,8,3.68,,2/9/2024 13:11
12843,2610,100,1,29.48,28.01,3,88.44,84.03,4.41,8,6.72,BULK5,8/4/2025 12:18
12844,2610,54,2,33.21,33.21,2,66.42,66.42,0,8,5.31,,8/4/2025 12:18
12845,2610,77,3,14.99,14.99,2,29.98,29.98,0,8,2.4,,8/4/2025 12:18
12846,2610,52,4,32.98,31.33,3,98.94,93.99,4.95,8,7.52,BULK5,8/4/2025 12:18
12847,2610,1,5,7.75,7.75,1,7.75,7.75,0,8,0.62,,8/4/2025 12:18
12848,2610,80,6,4.51,4.51,2,9.02,9.02,0,8,0.72,,8/4/2025 12:18
12849,2611,77,1,14.99,14.99,3,44.97,44.97,0,8,3.6,,11/11/2024 13:05
12850,2611,72,2,34.87,34.87,3,104.61,104.61,0,8,8.37,,11/11/2024 13:05
12851,2611,87,3,1.89,1.89,1,1.89,1.89,0,8,0.15,,11/11/2024 13:05
12852,2611,19,4,10.15,10.15,2,20.3,20.3,0,8,1.62,,11/11/2024 13:05
12853,2611,33,5,21.53,20.45,2,43.06,40.9,2.16,8,3.27,BULK5,11/11/2024 13:05
12854,2611,40,6,3.29,3.29,2,6.58,6.58,0,8,0.53,,11/11/2024 13:05
12855,2611,7,7,42.84,42.84,1,42.84,42.84,0,8,3.43,,11/11/2024 13:05
12856,2612,107,1,16.85,16.85,3,50.55,50.55,0,8,4.04,,30/6/2024 10:05
12857,2612,26,2,6.78,6.78,1,6.78,6.78,0,8,0.54,,30/6/2024 10:05
12858,2612,66,3,24.92,24.92,1,24.92,24.92,0,8,1.99,,30/6/2024 10:05
12859,2612,93,4,8.17,8.17,4,32.68,32.68,0,8,2.61,,30/6/2024 10:05
12860,2612,16,5,9.2,7.36,1,9.2,7.36,1.84,8,0.59,FLASH20,30/6/2024 10:05
12861,2612,130,6,41.12,34.95,1,41.12,34.95,6.17,8,2.8,MEMBER15,30/6/2024 10:05
12862,2613,111,1,10.39,10.39,1,10.39,10.39,0,8,0.83,,8/2/2025 17:57
12863,2613,79,2,10.09,9.08,3,30.27,27.24,3.03,8,2.18,PROMO10,8/2/2025 17:57
12864,2613,130,3,41.12,41.12,2,82.24,82.24,0,8,6.58,,8/2/2025 17:57
12865,2613,49,4,5.85,5.85,2,11.7,11.7,0,8,0.94,,8/2/2025 17:57
12866,2613,78,5,52.88,52.88,1,52.88,52.88,0,8,4.23,,8/2/2025 17:57
12867,2613,55,6,45.01,45.01,1,45.01,45.01,0,8,3.6,,8/2/2025 17:57
12868,2614,61,1,19.69,19.69,2,39.38,39.38,0,8,3.15,,25/4/2024 12:56
12869,2614,104,2,11.66,11.66,1,11.66,11.66,0,8,0.93,,25/4/2024 12:56
12870,2614,125,3,9.57,9.57,4,38.28,38.28,0,8,3.06,,25/4/2024 12:56
12871,2614,71,4,32.36,32.36,2,64.72,64.72,0,8,5.18,,25/4/2024 12:56
12872,2614,62,5,4.42,4.42,1,4.42,4.42,0,8,0.35,,25/4/2024 12:56
12873,2614,73,6,16.74,15.9,2,33.48,31.8,1.68,8,2.54,BULK5,25/4/2024 12:56
12874,2615,138,1,71.21,71.21,2,142.42,142.42,0,8,11.39,,10/2/2025 12:59
12875,2615,104,2,11.66,11.66,4,46.64,46.64,0,8,3.73,,10/2/2025 12:59
12876,2615,142,3,4.02,4.02,3,12.06,12.06,0,8,0.96,,10/2/2025 12:59
12877,2615,22,4,8.99,8.54,1,8.99,8.54,0.45,8,0.68,BULK5,10/2/2025 12:59
12878,2615,36,5,35.49,35.49,2,70.98,70.98,0,8,5.68,,10/2/2025 12:59
12879,2615,20,6,26.18,26.18,1,26.18,26.18,0,8,2.09,,10/2/2025 12:59
12880,2616,119,1,4.45,4.45,2,8.9,8.9,0,8,0.71,,12/12/2024 14:37
12881,2616,8,2,18.08,18.08,1,18.08,18.08,0,8,1.45,,12/12/2024 14:37
12882,2617,96,1,4.82,4.82,1,4.82,4.82,0,8,0.39,,13/11/2024 17:36
12883,2617,40,2,3.29,3.29,3,9.87,9.87,0,8,0.79,,13/11/2024 17:36
12884,2617,50,3,3.43,3.26,4,13.72,13.04,0.68,8,1.04,BULK5,13/11/2024 17:36
12885,2617,10,4,28.73,28.73,3,86.19,86.19,0,8,6.9,,13/11/2024 17:36
12886,2617,146,5,11.07,11.07,2,22.14,22.14,0,8,1.77,,13/11/2024 17:36
12887,2618,104,1,11.66,11.66,1,11.66,11.66,0,8,0.93,,15/9/2024 11:53
12888,2618,57,2,31.56,31.56,1,31.56,31.56,0,8,2.52,,15/9/2024 11:53
12889,2618,52,3,32.98,26.38,5,164.9,131.9,33,8,10.55,FLASH20,15/9/2024 11:53
12890,2618,63,4,7.17,6.09,2,14.34,12.18,2.16,8,0.97,MEMBER15,15/9/2024 11:53
12891,2618,70,5,27.28,27.28,4,109.12,109.12,0,8,8.73,,15/9/2024 11:53
12892,2618,113,6,14.31,13.59,1,14.31,13.59,0.72,8,1.09,WEEKEND5,15/9/2024 11:53
12893,2618,36,7,35.49,35.49,2,70.98,70.98,0,8,5.68,,15/9/2024 11:53
12894,2618,40,8,3.29,2.8,3,9.87,8.4,1.47,8,0.67,MEMBER15,15/9/2024 11:53
12895,2619,137,1,14.84,14.84,3,44.52,44.52,0,8,3.56,,25/11/2024 20:13
12896,2619,127,2,18.2,18.2,1,18.2,18.2,0,8,1.46,,25/11/2024 20:13
12897,2619,149,3,4.29,4.29,1,4.29,4.29,0,8,0.34,,25/11/2024 20:13
